_unit_id,Worker Answer,context,drug_name,disease_name
2259533340,indication_symptomatic_relief,"INDICATIONS AND USAGE
 Osteoarthritis, Rheumatoid Arthritis and Acute Painful Shoulder: Salicylates are considered the base therapy of choice in the arthritides; and choline magnesium trisalicylate preparation is indicated for the relief of the signs and symptoms of rheumatoid arthritis, osteoarthritis and other arthritides. Choline Magnesium Trisalicylate Liquid is indicated in the long-term management of these diseases and especially in the acute flare of rheumatoid arthritis. Choline Magnesium Trisalicylate Liquid is also indicated for the treatment of acute painful shoulder.
Choline Magnesium Trisalicylate Liquid is effective and generally well tolerated, and is logical choice whenever salicylate treatment is indicated. It is particularly suitable when a once-a-day or b.i.d. dosage regimen is important to patient compliance; when gastrointestinal intolerance to aspirin is encountered; when gastrointestinal microbleeding or hematologic effects of aspirin are considered a patient hazard; and when interference (or the risk of interference) with normal platelet function by aspirin or by propionic acid derivatives is considered to be clinically undesirable. Use of Choline Magnesium Trisalicylate Liquid is appropriate when a liquid dosage form is preferred, as in the elderly patient.
The efficacy of Choline Magnesium Trisalicylate Liquid has not been studied in those patients who are designated by the American Rheumatism Association as belonging inFunctional Class IV (incapacitated, largely or wholly bedridden or confined to a wheelchair, with little or no self-care).
 Analgesic and Antipyretic Action: Choline Magnesium Trisalicylate Liquid is also indicated for the relief of mild to moderate pain and for antipyresis. 
Pediatric Use
 In children, Choline Magnesium Trisalicylate Liquid is indicated for conditions requiring anti-inflammatory or analgesic action-such as juvenile rheumatoid arthritis and other appropriate conditions.
Close",Magnesium salicylate,rheumatoid arthritis
2270469149,effect,"INDICATIONS AND USAGE
AMICAR is useful in enhancing hemostasis when fibrinolysis contributes to bleeding. In life-threatening situations, transfusion of appropriate blood products and other emergency measures may be required.
Fibrinolytic bleeding may frequently be associated with surgical complications following heart surgery (with or without cardiac bypass procedures) and portacaval shunt; hematological disorders such as amegakaryocytic thrombocytopenia (accompanying aplastic anemia); acute and life-threatening abruptio placentae; hepatic cirrhosis; and neoplastic disease such as carcinoma of the prostate, lung, stomach, and cervix.
Urinary fibrinolysis, usually a normal physiological phenomenon, may contribute to excessive urinary tract fibrinolytic bleeding associated with surgical hematuria (following prostatectomy and nephrectomy) or nonsurgical hematuria (accompanying polycystic or neoplastic diseases of the genitourinary system). (See WARNINGS.)
Close",Aminocaproic Acid,ABRUPTIO PLACENTAE
2259533403,indication_treatment,"INDICATIONS AND USAGE
Amiloride HCl is indicated as adjunctive treatment with thiazide diuretics or other kaliureticdiuretic agents in congestive heart failure or hypertension to:
help restore normal serum potassium levels in patients who develop hypokalemia on the kaliuretic diuretic. 
prevent development of hypokalemia in patients who would be exposed to particular risk if hypokalemia were to develop, e.g., digitalized patients or patients with significant cardiac arrhythmias. 
The use of potassium-conserving agents is often unnecessary in patients receiving diuretics for uncomplicated essential hypertension when such patients have a normal diet. Amiloride HCl has little additive diuretic or antihypertensive effect when added to a thiazide diuretic.
Amiloride HCl should rarely be used alone. It has weak (compared with thiazides) diuretic and antihypertensive effects. Used as single agents, potassium sparing diuretics, including amiloride HCl, result in an increased risk of hyperkalemia (approximately 10% with amiloride). Amiloride HCl should be used alone only when persistent hypokalemia has been documented and only with careful titration of the dose and close monitoring of serum electrolytes.
Close",Amiloride,hypertension
2259531489,indication_symptomatic_relief,"INDICATIONS AND USAGE
Augmented Betamethasone Dipropionate Ointment is indicated for relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
Close",Betamethasone,corticosteroid-responsive dermatoses
2259531566,indication_symptomatic_relief,"INDICATIONS AND USAGE
Augmented Betamethasone Dipropionate Ointment is indicated for relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
Close",Betamethasone,corticosteroid-responsive dermatoses
2259531595,indication_symptomatic_relief,"INDICATIONS AND USAGE
Augmented Betamethasone Dipropionate Ointment is indicated for relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
Close",Betamethasone,corticosteroid-responsive dermatoses
2259531738,indication_symptomatic_relief,"INDICATIONS AND USAGE
Augmented Betamethasone Dipropionate Ointment is indicated for relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
Close",Betamethasone,corticosteroid-responsive dermatoses
2259533351,indication_treatment,"INDICATIONS AND USAGE
Benazepril hydrochloride tablets are indicated for the treatment of hypertension. It may be used alone or in combination with thiazide diuretics. 
Close",Benazepril,hypertension
2259533400,indication_treatment,"INDICATIONS AND USAGE
Benazepril hydrochloride tablets are indicated for the treatment of hypertension. It may be used alone or in combination with thiazide diuretics. 
Close",Benazepril,hypertension
2259533354,indication_treatment,"INDICATIONS AND USAGE
BENICARí‰Œ¬ is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.
Close",Olmesartan,hypertension
2259533391,indication_treatment,"INDICATIONS AND USAGE
BENICARí‰Œ¬ is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.
Close",Olmesartan,hypertension
2259533364,indication_treatment,"INDICATIONS AND USAGE
Betaxolol is indicated in the management of hypertension. It may be used alone or concomitantly with other antihypertensive agents, particularly thiazide-type diuretics.
Close",Betaxolol,hypertension
2259533338,indication_treatment,"INDICATIONS AND USAGE
Betimolí‰Œ¬ is indicated in the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma.
Close",Timolol,hypertension
2259533389,indication_treatment,"INDICATIONS AND USAGE
Bisoprolol is indicated in the management of hypertension. It may be used alone or in combination with other antihypertensive agents.
Close",Bisoprolol,hypertension
2259533388,indication_treatment,"INDICATIONS AND USAGE
CARDENE SR is indicated for the treatment of hypertension. CARDENE SR may be used alone or in combination with other anti-hypertensive drugs.
Close",Nicardipine,hypertension
2259531490,indication_symptomatic_relief,"INDICATIONS AND USAGE
Carefully consider the potential benefits and risks of sulindac and other treatment options before deciding to use sulindac. Use the lowest effective dose for the shortest duration consistent with individual patient treatment goals (see WARNINGS).
Sulindac is indicated for acute or long-term use in the relief of signs and symptoms of the following:
1. Osteoarthritis
2. Rheumatoid arthritis**
3. Ankylosing spondylitis
4. Acute painful shoulder (Acute subacromial bursitis/supraspinatus tendinitis)
5. Acute gouty arthritis
Close",Sulindac,Osteoarthritis
2259533406,indication_treatment,"INDICATIONS AND USAGE
Cladribine Injection, USP is indicated for the treatment of active Hairy Cell Leukemia as defined by clinically significant anemia, neutropenia, thrombocytopenia or disease-related symptoms.
Close",Lenalidomide,anemia
2259536378,indication_symptomatic_relief,"INDICATIONS AND USAGE
Clemastine Fumarate Syrup is indicated for the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus and lacrimation. Clemastine Fumarate Syrup is indicated for use in pediatric populations (age 6 years through 12) and adults (see DOSAGE AND ADMINISTRATION).
It should be noted that clemastine fumarate is indicated for the relief of mild uncomplicated allergic skin manifestations of urticaria and angioedema at the 2 mg dosage level only. 
Close",Clemastine,Pruritus
2259536379,indication_symptomatic_relief,"INDICATIONS AND USAGE
Clemastine Fumarate Syrup is indicated for the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus and lacrimation. Clemastine Fumarate Syrup is indicated for use in pediatric populations (age 6 years through 12) and adults (see DOSAGE AND ADMINISTRATION).
It should be noted that clemastine fumarate is indicated for the relief of mild uncomplicated allergic skin manifestations of urticaria and angioedema at the 2 mg dosage level only. 
Close",Clemastine,Pruritus
2259536476,indication_symptomatic_relief,"INDICATIONS AND USAGE
Clemastine Fumarate Syrup is indicated for the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus and lacrimation. Clemastine Fumarate Syrup is indicated for use in pediatric populations (age 6 years through 12) and adults (see DOSAGE AND ADMINISTRATION).
It should be noted that clemastine fumarate is indicated for the relief of mild uncomplicated allergic skin manifestations of urticaria and angioedema at the 2 mg dosage level only. 
Close",Clemastine,Pruritus
2259536477,indication_symptomatic_relief,"INDICATIONS AND USAGE
Clemastine Fumarate Syrup is indicated for the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus and lacrimation. Clemastine Fumarate Syrup is indicated for use in pediatric populations (age 6 years through 12) and adults (see DOSAGE AND ADMINISTRATION).
It should be noted that clemastine fumarate is indicated for the relief of mild uncomplicated allergic skin manifestations of urticaria and angioedema at the 2 mg dosage level only. 
Close",Clemastine,Pruritus
2259536380,indication_symptomatic_relief,"INDICATIONS AND USAGE
Clemastine Fumarate Tablets, USP, 2.68 mg are indicated for the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus, and lacrimation. Clemastine Fumarate Tablets, USP, 2.68 mg are also indicated for the relief of mild, uncomplicated allergic skin manifestations of urticaria and angioedema.
It should be noted that clemastine fumarate is indicated for the dermatologic indications at the 2.68 mg dosage level only.
Close",Clemastine,Pruritus
2259536381,indication_symptomatic_relief,"INDICATIONS AND USAGE
Clemastine Fumarate Tablets, USP, 2.68 mg are indicated for the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus, and lacrimation. Clemastine Fumarate Tablets, USP, 2.68 mg are also indicated for the relief of mild, uncomplicated allergic skin manifestations of urticaria and angioedema.
It should be noted that clemastine fumarate is indicated for the dermatologic indications at the 2.68 mg dosage level only.
Close",Clemastine,Pruritus
2259536478,indication_symptomatic_relief,"INDICATIONS AND USAGE
Clemastine Fumarate Tablets, USP, 2.68 mg are indicated for the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus, and lacrimation. Clemastine Fumarate Tablets, USP, 2.68 mg are also indicated for the relief of mild, uncomplicated allergic skin manifestations of urticaria and angioedema.
It should be noted that clemastine fumarate is indicated for the dermatologic indications at the 2.68 mg dosage level only.
Close",Clemastine,Pruritus
2259536479,indication_symptomatic_relief,"INDICATIONS AND USAGE
Clemastine Fumarate Tablets, USP, 2.68 mg are indicated for the relief of symptoms associated with allergic rhinitis such as sneezing, rhinorrhea, pruritus, and lacrimation. Clemastine Fumarate Tablets, USP, 2.68 mg are also indicated for the relief of mild, uncomplicated allergic skin manifestations of urticaria and angioedema.
It should be noted that clemastine fumarate is indicated for the dermatologic indications at the 2.68 mg dosage level only.
Close",Clemastine,Pruritus
2259533349,indication_treatment,"INDICATIONS AND USAGE
Clonidine hydrochloride is indicated in the treatment of hypertension. Clonidine hydrochloride may be employed alone or concomitantly with other antihypertensive agents.
Close",Clonidine,hypertension
2259533401,indication_treatment,"INDICATIONS AND USAGE
Clonidine hydrochloride is indicated in the treatment of hypertension. Clonidine hydrochloride may be employed alone or concomitantly with other antihypertensive agents.
Close",Clonidine,hypertension
2259536373,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX intravenous injection is indicated when a rapid onset of diuresis is desired or when oral administration is impractical.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259536471,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX intravenous injection is indicated when a rapid onset of diuresis is desired or when oral administration is impractical.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259536472,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX intravenous injection is indicated when a rapid onset of diuresis is desired or when oral administration is impractical.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259533356,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,hypertension
2259533363,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,hypertension
2259536375,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259536376,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259536473,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259536474,indication_treatment,"INDICATIONS AND USAGE
DEMADEX is indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
DEMADEX is indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259533313,indication_treatment,"INDICATIONS AND USAGE
Dextroamphetamine Sulfate Tablets USP are indicated for:
 Narcolepsy.
 Attention Deficit Disorder with Hyperactivity, as an integral part of a total treatment program which typically includes other remedial measures (psychological, educational, social) for a stabilizing effect in pediatric patients (ages 3 to 16 years) with a behavioral syndrome characterized by the following group of developmentally inappropriate symptoms: moderate to severe distractibility, short attention span, hyperactivity, emotional lability, and impulsivity. The diagnosis of this syndrome should not be made with finality when these symptoms are only of comparatively recent origin. Nonlocalizing (soft) neurological signs, learning disability, and abnormal EEG may or may not be present, and a diagnosis of central nervous system dysfunction may or may not be warranted.
Close",Amphetamine,narcolepsy
2259533312,indication_treatment,"INDICATIONS AND USAGE
Dextroamphetamine sulfate tablets, USPí‰Œæare indicated for:
 Narcolepsy. 
 Attention Deficit Disorder with Hyperactivity, as an integral part of a total treatment program which typically includes other remedial measures (psychological, educational, social) for a stabilizing effect in pediatric patients (ages 3 to 16 years) with a behavioral syndrome characterized by the following group of developmentally inappropriate symptoms: moderate to severe distractibility, short attention span, hyperactivity, emotional lability, and impulsivity. The diagnosis of this syndrome should not be made with finality when these symptoms are only of comparatively recent origin. Nonlocalizing (soft) neurological signs, learning disability, and abnormal EEG may or may not be present, and a diagnosis of central nervous system dysfunction may or may not be warranted.
Close",Dextroamphetamine,narcolepsy
2270629496,indication_treatment,"INDICATIONS AND USAGE
Dextroamphetamine sulfate tablets, USPí‰Œæare indicated for:
 Narcolepsy. 
 Attention Deficit Disorder with Hyperactivity, as an integral part of a total treatment program which typically includes other remedial measures (psychological, educational, social) for a stabilizing effect in pediatric patients (ages 3 to 16 years) with a behavioral syndrome characterized by the following group of developmentally inappropriate symptoms: moderate to severe distractibility, short attention span, hyperactivity, emotional lability, and impulsivity. The diagnosis of this syndrome should not be made with finality when these symptoms are only of comparatively recent origin. Nonlocalizing (soft) neurological signs, learning disability, and abnormal EEG may or may not be present, and a diagnosis of central nervous system dysfunction may or may not be warranted.
Close",Dextroamphetamine,narcolepsy
2259533321,indication_treatment,"INDICATIONS AND USAGE
Diazepam rectal gel is a gel formulation of diazepam intended for rectal administration in the management of selected, refractory, patients with epilepsy, on stable regimens of AEDs, who require intermittent use of diazepam to control bouts of increased seizure activity.
Evidence to support the use of diazepam rectal gel was adduced in two controlled trials (see CLINICAL PHARMACOLOGY, CLINICAL STUDIES subsection) that enrolled patients with partial onset or generalized convulsive seizures who were identified jointly by their caregivers and physicians as suffering intermittent and periodic episodes of markedly increased seizure activity, sometimes heralded by nonconvulsive symptoms, that for the individual patient were characteristic and were deemed by the prescriber to be of a kind for which a benzodiazepine would ordinarily be administered acutely. Although these clusters or bouts of seizures differed among patients, for any individual patient the clusters of seizure activity were not only stereotypic but were judged by those conducting and participating in these studies to be distinguishable from other seizures suffered by that patient. The conclusion that a patient experienced such unique episodes of seizure activity was based on historical information.
Close",Diazepam,epilepsy syndrome
2259533328,indication_treatment,"INDICATIONS AND USAGE
Diazepam rectal gel is a gel formulation of diazepam intended for rectal administration in the management of selected, refractory, patients with epilepsy, on stable regimens of AEDs, who require intermittent use of diazepam to control bouts of increased seizure activity.
Evidence to support the use of diazepam rectal gel was adduced in two controlled trials (see CLINICAL PHARMACOLOGY, CLINICAL STUDIES subsection) that enrolled patients with partial onset or generalized convulsive seizures who were identified jointly by their caregivers and physicians as suffering intermittent and periodic episodes of markedly increased seizure activity, sometimes heralded by nonconvulsive symptoms, that for the individual patient were characteristic and were deemed by the prescriber to be of a kind for which a benzodiazepine would ordinarily be administered acutely. Although these clusters or bouts of seizures differed among patients, for any individual patient the clusters of seizure activity were not only stereotypic but were judged by those conducting and participating in these studies to be distinguishable from other seizures suffered by that patient. The conclusion that a patient experienced such unique episodes of seizure activity was based on historical information.
Close",Diazepam,epilepsy syndrome
2259533361,indication_treatment,"INDICATIONS AND USAGE
Diazepam rectal gel is a gel formulation of diazepam intended for rectal administration in the management of selected, refractory, patients with epilepsy, on stable regimens of AEDs, who require intermittent use of diazepam to control bouts of increased seizure activity.
Evidence to support the use of diazepam rectal gel was adduced in two controlled trials (see CLINICAL PHARMACOLOGY, CLINICAL STUDIES subsection) that enrolled patients with partial onset or generalized convulsive seizures who were identified jointly by their caregivers and physicians as suffering intermittent and periodic episodes of markedly increased seizure activity, sometimes heralded by nonconvulsive symptoms, that for the individual patient were characteristic and were deemed by the prescriber to be of a kind for which a benzodiazepine would ordinarily be administered acutely. Although these clusters or bouts of seizures differed among patients, for any individual patient the clusters of seizure activity were not only stereotypic but were judged by those conducting and participating in these studies to be distinguishable from other seizures suffered by that patient. The conclusion that a patient experienced such unique episodes of seizure activity was based on historical information.
Close",Diazepam,epilepsy syndrome
2259533350,indication_treatment,"INDICATIONS AND USAGE
Diltiazem Hydrochloride Extended-release Capsules, USP (Twice-a-Day Dosage) are indicated for the treatment of hypertension. They may be used alone or in combination with other antihypertensive medications, such as diuretics.
Close",Diltiazem,hypertension
2259533393,indication_treatment,"INDICATIONS AND USAGE
Diltiazem Hydrochloride Extended-release Capsules, USP (Twice-a-Day Dosage) are indicated for the treatment of hypertension. They may be used alone or in combination with other antihypertensive medications, such as diuretics.
Close",Diltiazem,hypertension
2259533334,indication_treatment,"INDICATIONS AND USAGE
Dorzolamide HCl Ophthalmic Solution is indicated in the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma.
Close",Dorzolamide,hypertension
2259533343,indication_treatment,"INDICATIONS AND USAGE
Endocrine Disorders: Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance).Congenital adrenal hyperplasiaNonsuppurative thyroiditisHypercalcemia associated with cancer
Rheumatic Disorders: As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:Psoriatic arthritisRheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy)Ankylosing spondylitisAcute and subacute bursitisAcute nonspecific tenosynovitisAcute gouty arthritisPost-traumatic osteoarthritisSynovitis of osteoarthritisEpicondylitis
Collagen Diseases: During an exacerbation or as maintenance therapy in selected cases of:Systemic lupus erythematosusAcute rheumatic carditis
Dermatologic Diseases:PemphigusBullous dermatitis herpetiformisSevere erythema multiforme (Stevens-Johnson syndrome)Exfoliative dermatitisMycosis fungoidesSevere psoriasisSevere seborrheic dermatitis
Allergic States: Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:Seasonal or perennial allergic rhinitisBronchial asthmaContact dermatitisAtopic dermatitisSerum sicknessDrug hypersensitivity reactions
Ophthalmic Diseases: Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa, such as:Allergic conjunctivitisKeratitisAllergic corneal marginal ulcersHerpes zoster ophthalmicusIritis and iridocyclitisChorioretinitisAnterior segment inflammationDiffuse posterior uveitis and choroiditisOptic neuritisSympathetic ophthalmia
Respiratory Diseases:Symptomatic sarcoidosisLoeffler's syndrome not manageable by other meansBerylliosisFulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapyAspiration pneumonitis
Hematologic Disorders:Idiopathic thrombocytopenic purpura in adultsSecondary thrombocytopenia in adultsAcquired (autoimmune) hemolytic anemiaErythroblastopenia (RBC anemia)Congenital (erythroid) hypoplastic anemia
Neoplastic Diseases: For palliative management of:Leukemia and lymphomas in adultsAcute leukemia of childhood
Edematous States: To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus
Gastrointestinal Diseases: To tide the patient over a critical period of the disease in:Ulcerative colitisRegional enteritis
Miscellaneous:Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapyTrichinosis with neurologic or myocardial involvement
Diagnostic testing of adrenocortical hyperfunction.
Close",Dexamethasone,anemia
2259533346,indication_treatment,"INDICATIONS AND USAGE
Endocrine Disorders: Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance).Congenital adrenal hyperplasiaNonsuppurative thyroiditisHypercalcemia associated with cancer
Rheumatic Disorders: As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:Psoriatic arthritisRheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy)Ankylosing spondylitisAcute and subacute bursitisAcute nonspecific tenosynovitisAcute gouty arthritisPost-traumatic osteoarthritisSynovitis of osteoarthritisEpicondylitis
Collagen Diseases: During an exacerbation or as maintenance therapy in selected cases of:Systemic lupus erythematosusAcute rheumatic carditis
Dermatologic Diseases:PemphigusBullous dermatitis herpetiformisSevere erythema multiforme (Stevens-Johnson syndrome)Exfoliative dermatitisMycosis fungoidesSevere psoriasisSevere seborrheic dermatitis
Allergic States: Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:Seasonal or perennial allergic rhinitisBronchial asthmaContact dermatitisAtopic dermatitisSerum sicknessDrug hypersensitivity reactions
Ophthalmic Diseases: Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa, such as:Allergic conjunctivitisKeratitisAllergic corneal marginal ulcersHerpes zoster ophthalmicusIritis and iridocyclitisChorioretinitisAnterior segment inflammationDiffuse posterior uveitis and choroiditisOptic neuritisSympathetic ophthalmia
Respiratory Diseases:Symptomatic sarcoidosisLoeffler's syndrome not manageable by other meansBerylliosisFulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapyAspiration pneumonitis
Hematologic Disorders:Idiopathic thrombocytopenic purpura in adultsSecondary thrombocytopenia in adultsAcquired (autoimmune) hemolytic anemiaErythroblastopenia (RBC anemia)Congenital (erythroid) hypoplastic anemia
Neoplastic Diseases: For palliative management of:Leukemia and lymphomas in adultsAcute leukemia of childhood
Edematous States: To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus
Gastrointestinal Diseases: To tide the patient over a critical period of the disease in:Ulcerative colitisRegional enteritis
Miscellaneous:Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapyTrichinosis with neurologic or myocardial involvement
Diagnostic testing of adrenocortical hyperfunction.
Close",Betamethasone,rheumatoid arthritis
2259533347,indication_treatment,"INDICATIONS AND USAGE
Endocrine Disorders: Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance).Congenital adrenal hyperplasiaNonsuppurative thyroiditisHypercalcemia associated with cancer
Rheumatic Disorders: As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:Psoriatic arthritisRheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy)Ankylosing spondylitisAcute and subacute bursitisAcute nonspecific tenosynovitisAcute gouty arthritisPost-traumatic osteoarthritisSynovitis of osteoarthritisEpicondylitis
Collagen Diseases: During an exacerbation or as maintenance therapy in selected cases of:Systemic lupus erythematosusAcute rheumatic carditis
Dermatologic Diseases:PemphigusBullous dermatitis herpetiformisSevere erythema multiforme (Stevens-Johnson syndrome)Exfoliative dermatitisMycosis fungoidesSevere psoriasisSevere seborrheic dermatitis
Allergic States: Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:Seasonal or perennial allergic rhinitisBronchial asthmaContact dermatitisAtopic dermatitisSerum sicknessDrug hypersensitivity reactions
Ophthalmic Diseases: Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa, such as:Allergic conjunctivitisKeratitisAllergic corneal marginal ulcersHerpes zoster ophthalmicusIritis and iridocyclitisChorioretinitisAnterior segment inflammationDiffuse posterior uveitis and choroiditisOptic neuritisSympathetic ophthalmia
Respiratory Diseases:Symptomatic sarcoidosisLoeffler's syndrome not manageable by other meansBerylliosisFulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapyAspiration pneumonitis
Hematologic Disorders:Idiopathic thrombocytopenic purpura in adultsSecondary thrombocytopenia in adultsAcquired (autoimmune) hemolytic anemiaErythroblastopenia (RBC anemia)Congenital (erythroid) hypoplastic anemia
Neoplastic Diseases: For palliative management of:Leukemia and lymphomas in adultsAcute leukemia of childhood
Edematous States: To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus
Gastrointestinal Diseases: To tide the patient over a critical period of the disease in:Ulcerative colitisRegional enteritis
Miscellaneous:Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapyTrichinosis with neurologic or myocardial involvement
Diagnostic testing of adrenocortical hyperfunction.
Close",Dexamethasone,rheumatoid arthritis
2259531491,indication_symptomatic_relief,"INDICATIONS AND USAGE
Epinephrine is used to relieve respiratory distress due to bronchospasm, to provide rapid relief of hypersensitivity reactions to drugs and other allergens, and to prolong the action of anesthetics. Its cardiac effects may be of use in restoring cardiac rhythm in cardiac arrest due to various causes, but it is not used in cardiac failure or in hemorrhagic, traumatic, or cardiogenic shock. Epinephrine is used as a hemostatic agent. It is also used in treating mucosal congestion of hay fever, rhinitis, and acute sinusitis; to relieve bronchial asthmatic paroxysms; in syncope due to complete heart block or carotid sinus hypersensitivity; for symptomatic relief of serum sickness, urticaria, angioneurotic edema; for resuscitation in cardiac arrest following anesthetic accidents; in simple (open angle) glaucoma; for relaxation of uterine musculature and to inhibit uterine contractions. Epinephrine Injection can be utilized to prolong the action of anesthetics used in local and regional anesthesia.
Close",Epinephrine,Serum Sickness
