Drug	Disease
DB00454	C0278140
DB00454	C0030193
DB00454	C0474368
DB00455	C0037383
DB00455	C1260880
DB00455	C0035460
DB00455	C0018621
DB00455	C0027424
DB00455	C0009443
DB00455	C0009766
DB00455	C2607914
DB00455	C0578870
DB00456	C0276026
DB00456	C0343402
DB00456	C2242472
DB00456	C0157749
DB00456	C1263758
DB00456	C0178299
DB00456	C1279247
DB00456	C0032285
DB00456	C0042029
DB00456	C0149725
DB00456	C0684256
DB00457	C0020538
DB00458	C0011581
DB00458	C0270327
DB00459	C0033860
DB00460	C0271066
DB00460	C0600518
DB00460	C1562543
DB00460	C0271084
DB00461	C0029408
DB00461	C0003873
DB00462	C0010200
DB00462	C0030920
DB00462	C0027424
DB00462	C0009443
DB00462	C1260880
DB00462	C0022104
DB00462	C2607914
DB00462	C0035460
DB00464	C0042345
DB00465	C2215257
DB00465	C0009766
DB00465	C0278140
DB00467	C0153195
DB00467	C0018081
DB00467	C0275652
DB00467	C0275665
DB00467	C0149966
DB00467	C0042029
DB00468	C0024535
DB00469	C0003864
DB00471	C2607914
DB00471	C0155877
DB00471	C0155880
DB00472	C0011581
DB00472	C2267227
DB00472	C0028768
DB00472	C1269683
DB00472	C0520676
DB00472	C0030319
DB00472	C0005587
DB00475	C0003467
DB00475	C0231403
DB00475	C0001957
DB00475	C0030920
DB00475	C0022104
DB00475	C0338908
DB00475	C0236663
DB00476	C0270549
DB00476	C0740447
DB00476	C0746683
DB00476	C0016053
DB00476	C1269683
DB00476	C0038437
DB00477	C0036341
DB00477	C0338873
DB00477	C0027498
DB00477	C0162565
DB00477	C0744896
DB00477	C0033975
DB00477	C0012734
DB00478	C2711180
DB00479	C0014347
DB00479	C0349774
DB00479	C0276075
DB00479	C0577690
DB00479	C0276088
DB00479	C0339968
DB00479	C0745528
DB00479	C0949083
DB00479	C0343402
DB00479	C0085437
DB00479	C2242472
DB00479	C0032308
DB00479	C3665869
DB00479	C0456107
DB00479	C0157749
DB00479	C0004626
DB00479	C0035468
DB00479	C0008311
DB00479	C0152965
DB00479	C0029443
DB00479	C0155860
DB00479	C1112209
DB00479	C2887096
DB00479	C1719906
DB00479	C0178299
DB00479	C0276089
DB00479	C0154640
DB00479	C0085394
DB00479	C0014836
DB00479	C3163829
DB00479	C1260917
DB00479	C0338396
DB00479	C0338395
DB00479	C0152973
DB00479	C0456103
DB00479	C0854215
DB00479	C0854248
DB00479	C1096258
DB00479	C0684256
DB00480	C0026764
DB00480	C0334634
DB00481	C0029458
DB00482	C2215257
DB00482	C0013390
DB00482	C0003873
DB00482	C0038013
DB00482	C0029408
DB00484	C0017612
DB00484	C0028840
DB00485	C0032308
DB00485	C0178299
DB00485	C1318973
DB00488	C1140680
DB00490	C0270549
DB00491	C0011860
DB00492	C0264716
DB00492	C0020538
DB00493	C2887088
DB00493	C0029076
DB00493	C0456107
DB00493	C0154639
DB00493	C2242472
DB00493	C1112209
DB00493	C2028293
DB00493	C0276026
DB00493	C0155860
DB00493	C0577709
DB00493	C0520775
DB00493	C0178299
DB00493	C0152973
DB00493	C0456103
DB00493	C0085437
DB00493	C0085394
DB00493	C0729524
DB00493	C0276088
DB00493	C0877633
DB00493	C1263758
DB00493	C0031154
DB00493	C0032308
DB00493	C0684256
DB00493	C1260917
DB00493	C1719906
DB00493	C0749958
DB00493	C0577708
DB00493	C1096258
DB00493	C1692886
DB00493	C0149725
DB00493	C0343402
DB00493	C0749955
DB00493	C0338395
DB00493	C0004626
DB00493	C0339968
DB00493	C0152964
DB00493	C0025294
DB00493	C0276089
DB00494	C0030567
DB00495	C0019693
DB00496	C0403643
DB00496	C0150045
DB00496	C0085606
DB00496	C0042023
DB00497	C2215257
DB00497	C0278140
DB00499	C0033578
DB00500	C0029408
DB00500	C0003873
DB00501	C0013295
DB00501	C0041909
DB00501	C0013395
DB00501	C0017168
DB00501	C0043515
DB00501	C0018834
DB00501	C0221013
DB00501	C0027662
DB00501	C0038358
DB00502	C0221765
DB00502	C0040517
DB00502	C0036341
DB00502	C0033975
DB00503	C0019693
DB00503	C0524910
DB00507	C0017536
DB00507	C0010418
DB00508	C0033975
DB00508	C0027497
DB00508	C0042963
DB00508	C0027498
DB00509	C0020473
DB00512	C0014121
DB00512	C0339968
DB00512	C0684256
DB00512	C0032308
DB00512	C0456103
DB00512	C1318973
DB00512	C3665800
DB00512	C0152965
DB00512	C0038160
DB00512	C0014358
DB00512	C0038157
DB00512	C2242472
DB00512	C0157749
DB00512	C0520767
DB00512	C1997728
DB00514	C0037383
DB00514	C0235339
DB00514	C0393735
DB00514	C0392171
DB00514	C2316460
DB00514	C2607914
DB00514	C0035460
DB00514	C0010200
DB00514	C0009443
DB00514	C0015967
DB00514	C0242429
DB00514	C1260880
DB00514	C0027424
DB00514	C0035455
DB00515	C1140680
DB00515	C1336708
DB00517	C0038358
DB00517	C0030920
DB00518	C0153289
DB00518	C0153290
DB00518	C0338437
DB00518	C0152068
DB00519	C0264716
DB00519	C0020538
DB00520	C2062982
DB00520	C0239295
DB00520	C0877445
DB00521	C0017612
DB00521	C0020538
DB00521	C0028840
DB00524	C0020538
DB00524	C0866125
DB00525	C1384589
DB00525	C0153246
DB00525	C0040262
DB00525	C0040252
DB00525	C0040250
DB00525	C0040259
DB00525	C2349994
DB00526	C1282500
DB00527	C0152030
DB00527	C0033774
DB00528	C0020538
DB00530	C0007131
DB00530	C0281361
DB00531	C0024299
DB00531	C0026764
DB00531	C0026948
DB00531	C0027819
DB00531	C0035335
DB00535	C0857831
DB00535	C0554628
DB00535	C0276026
DB00535	C0339932
DB00535	C0275804
DB00535	C1318973
DB00535	C0877633
DB00535	C0729586
DB00536	C0022972
DB00537	C0275652
DB00537	C0021355
DB00537	C0014347
DB00537	C0339932
DB00537	C0276088
DB00537	C0041466
DB00537	C0009768
DB00537	C0554628
DB00537	C0155860
DB00537	C1318973
DB00537	C2242472
DB00537	C0003175
DB00537	C0004626
DB00537	C0600041
DB00537	C0877633
DB00537	C0395818
DB00537	C1096258
DB00537	C0035468
DB00537	C0949083
DB00537	C0157749
DB00537	C0749955
DB00537	C0153195
DB00537	C0007947
DB00537	C0276026
DB00537	C0577708
DB00537	C0749958
DB00537	C0010692
DB00537	C0277528
DB00537	C0158371
DB00537	C0033581
DB00537	C0577709
DB00537	C0149725
DB00537	C0729524
DB00537	C0853852
DB00537	C0520775
DB00537	C0014836
DB00537	C1112209
DB00537	C0243001
DB00537	C1720797
DB00537	C0013371
DB00537	C0178299
DB00537	C0155804
DB00537	C0276089
DB00537	C0029878
DB00537	C0748196
DB00537	C1260917
DB00537	C0343402
DB00537	C0275982
DB00539	C0278488
DB00540	C0011581
DB00541	C0035412
DB00541	C0027708
DB00541	C0024301
DB00541	C0023449
DB00541	C0079744
DB00541	C0006413
DB00541	C0019829
DB00541	C0027819
DB00541	C0024305
DB00542	C0020538
DB00543	C0011581
DB00544	C0281361
DB00544	C0007102
DB00544	C0862889
DB00544	C1282500
DB00544	C0022602
DB00544	C0278488
DB00544	C0024623
DB00545	C0026896
DB00547	C0406317
DB00547	C0033777
DB00547	C0011616
DB00547	C0085074
DB00547	C0015230
DB00547	C0079773
DB00547	C0036508
DB00547	C0033775
DB00547	C0406326
DB00547	C0024138
DB00547	C0011615
DB00547	C0149922
DB00548	C0001144
DB00549	C0004096
DB00550	C0040127
DB00550	C0020550
DB00551	C0042029
DB00552	C0023443
DB00553	C0079773
DB00553	C0042900
DB00554	C0029408
DB00554	C0003873
DB00555	C0014544
DB00555	C0238111
DB00555	C0234974
DB00555	C2711653
DB00555	C0494475
DB00555	C0270425
DB00557	C0009766
DB00557	C1260880
DB00557	C0042109
DB00557	C0343065
DB00557	C0033774
DB00557	C0011615
DB00557	C2607914
DB00558	C0021400
DB00559	C2973725
DB00559	C0020542
DB00559	C0011644
DB00560	C1632842
DB00560	C0276026
DB00560	C0243001
DB00560	C1112209
DB00560	C0857846
DB00561	C0235063
DB00563	C0033860
DB00563	C3163805
DB00563	C0278996
DB00563	C1135868
DB00563	C0026948
DB00563	C0024305
DB00563	C0948840
DB00563	C0023449
DB00563	C0242379
DB00563	C0006413
DB00563	C0003873
DB00563	C0585442
DB00564	C0014544
DB00564	C0494475
DB00564	C2711653
DB00564	C0234974
DB00564	C0238111
DB00564	C0154731
DB00564	C0236780
DB00564	C0014549
DB00564	C0338873
DB00564	C0270425
DB00564	C0014547
DB00564	C1398376
DB00564	C0040997
DB00566	C0261486
DB00567	C0729586
DB00567	C0033581
DB00567	C0520775
DB00567	C0178299
DB00567	C0157749
DB00567	C0271429
DB00567	C0554628
DB00567	C0577709
DB00567	C1997728
DB00567	C0275804
DB00567	C2242472
DB00567	C0577708
DB00567	C1318973
DB00568	C0042571
DB00568	C0027497
DB00568	C0026603
DB00569	C0524702
DB00569	C0149871
DB00570	C1135868
DB00570	C0019829
DB00570	C0278488
DB00570	C0023381
DB00570	C0153594
DB00570	C0024305
DB00570	C0026948
DB00570	C0036220
DB00570	C3163805
DB00571	C0700053
DB00571	C0004238
DB00571	C0039240
DB00571	C0002962
DB00571	C0007194
DB00571	C0020538
DB00571	C0018916
DB00573	C0003873
DB00573	C0029408
DB00573	C0030193
DB00575	C0017612
DB00575	C1263846
DB00575	C0020538
DB00575	C0278140
DB00576	C0577709
DB00576	C0520775
DB00576	C0577708
DB00576	C0729524
DB00576	C0729586
DB00576	C0271429
DB00576	C0013371
DB00577	C0019360
DB00577	C1274323
DB00577	C0019345
DB00577	C0008049
DB00577	C0019342
DB00578	C0033581
DB00578	C0577708
DB00578	C0577709
DB00578	C0042029
DB00578	C0749958
DB00578	C0729524
DB00579	C0028754
DB00581	C0019151
DB00581	C0220994
DB00581	C0009806
DB00582	C0276758
DB00582	C0153252
DB00582	C0239295
DB00582	C0276653
DB00582	C0877445
DB00583	C1142132
DB00584	C3698411
DB00584	C0020538
DB00584	C0018802
DB00585	C0267055
DB00585	C0014869
DB00585	C0013395
DB00585	C0013295
DB00585	C0030920
DB00585	C0018834
DB00585	C0017168
DB00585	C0038358
DB00586	C0029408
DB00586	C0022602
DB00586	C0409959
DB00586	C0003873
DB00586	C0013390
DB00586	C0038048
DB00586	C0038013
DB00586	C0030193
DB00588	C0036508
DB00588	C0033777
DB00588	C0015230
DB00588	C2607914
DB00588	C0155877
DB00588	C0085074
DB00588	C0406317
DB00588	C0079773
DB00588	C0149922
DB00588	C0155880
DB00588	C0406326
DB00588	C0024138
DB00588	C0033775
DB00588	C0011616
DB00588	C0034067
DB00588	C0011615
DB00589	C0149931
DB00589	C0002453
DB00589	C0001206
DB00590	C0020538
DB00590	C1739363
DB00591	C0079773
DB00591	C0015230
DB00591	C0033775
DB00591	C0024138
DB00591	C0011616
DB00591	C0149922
DB00591	C0085074
DB00591	C0025218
DB00591	C0011615
DB00591	C0406317
DB00591	C0406326
DB00591	C0008526
DB00591	C0036508
DB00591	C0033777
DB00591	C0423775
DB00592	C0086227
DB00592	C0003950
DB00593	C0014553
DB00594	C0013604
DB00594	C0020538
DB00595	C0854211
DB00595	C0035793
DB00595	C0024286
DB00595	C0041471
DB00595	C0275652
DB00595	C0009768
DB00595	C0006309
DB00595	C0035021
DB00595	C0001261
DB00595	C1997322
DB00595	C0039128
DB00595	C0153195
DB00595	C0729586
DB00595	C0031350
DB00595	C0029291
DB00595	C0040592
DB00595	C0149704
DB00595	C0006277
DB00595	C0018190
DB00595	C0037199
DB00595	C0153193
DB00595	C0275665
DB00595	C0149966
DB00595	C0153196
DB00595	C0178299
DB00595	C0035597
DB00595	C0032285
DB00595	C0042029
DB00595	C0034362
DB00595	C0043388
DB00596	C0085074
DB00596	C0036508
DB00596	C0149922
DB00596	C0406317
DB00596	C0406326
DB00596	C0024138
DB00596	C0079773
DB00596	C0033777
DB00596	C0011616
DB00596	C0015230
DB00596	C0033775
DB00598	C0020538
DB00599	C0014544
DB00599	C0033845
DB00601	C0554628
DB00601	C1318973
DB00601	C0032308
DB00602	C0029001
DB00602	C0038463
DB00603	C0153685
DB00603	C0025874
DB00603	C0014175
DB00603	C0476089
DB00603	C0600142
DB00603	C0232940
DB00603	C0221392
DB00604	C0017168
DB00605	C0038013
DB00605	C0003873
DB00605	C0029408
DB00605	C0003868
DB00605	C0006444
DB00605	C0039503
DB00607	C0178299
DB00607	C2887088
DB00607	C1997728
DB00607	C0154640
DB00607	C1318973
DB00607	C0032308
DB00607	C0038160
DB00607	C2242472
DB00607	C0520767
DB00608	C0024536
DB00608	C0003873
DB00608	C0024535
DB00608	C0024141
DB00608	C0024138
DB00608	C0152072
DB00608	C0024537
DB00609	C0275959
DB00609	C0041327
DB00611	C0030193
DB00611	C0474368
DB00612	C0020538
DB00615	C2733595
DB00617	C0014544
DB00617	C0014553
DB00618	C0040592
DB00618	C0018081
DB00618	C0178299
DB00618	C0007947
DB00618	C0275652
DB00618	C0037199
DB00618	C0042029
DB00618	C0729586
DB00618	C0153196
DB00618	C0001261
DB00618	C0034362
DB00618	C0149966
DB00618	C0043388
DB00618	C0024286
DB00618	C0031350
DB00618	C0035793
DB00618	C0035597
DB00618	C0006309
DB00618	C0029291
DB00618	C0041471
DB00618	C0149704
DB00618	C0275665
DB00618	C0039128
DB00618	C0153195
DB00618	C0520775
DB00618	C0032285
DB00618	C1318973
DB00618	C0006277
DB00618	C2062475
DB00618	C0035021
DB00618	C0018190
DB00619	C0023472
DB00619	C0221013
DB00619	C0023474
DB00619	C0005699
DB00619	C0279543
DB00619	C0346421
DB00619	C1960397
DB00619	C0392784
DB00619	C0206141
DB00619	C0238198
DB00620	C0406326
DB00620	C0039503
DB00620	C0024305
DB00620	C0021390
DB00620	C0039483
DB00620	C0085074
DB00620	C0042164
DB00620	C0038363
DB00620	C0022548
DB00620	C0002875
DB00620	C0017563
DB00620	C0038218
DB00620	C0242459
DB00620	C0015230
DB00620	C0014742
DB00620	C0011616
DB00620	C0003868
DB00620	C0004364
DB00620	C2894027
DB00620	C0149922
DB00620	C0023052
DB00620	C0002880
DB00620	C0006444
DB00620	C0011606
DB00620	C0406317
DB00620	C0010346
DB00620	C0004096
DB00620	C0023449
DB00620	C0701163
DB00620	C0015397
DB00620	C0040147
DB00620	C0030807
DB00620	C1761609
DB00620	C0036202
DB00620	C0033775
DB00620	C0026769
DB00620	C0002171
DB00620	C0003872
DB00620	C0006846
DB00620	C0014488
DB00620	C0040896
DB00620	C0151467
DB00620	C0005138
DB00620	C0023646
DB00620	C0029077
DB00620	C0154301
DB00620	C0026948
DB00620	C0039103
DB00620	C0036830
DB00620	C0011615
DB00620	C0024141
DB00620	C2607914
DB00620	C0027726
DB00620	C0035439
DB00620	C0033777
DB00620	C0036508
DB00620	C0039520
DB00620	C0079773
DB00620	C0345468
DB00620	C0003873
DB00620	C0149911
DB00620	C0019829
DB00620	C0011608
DB00620	C0033860
DB00620	C0002994
DB00620	C0024138
DB00620	C0405580
DB00620	C0038013
DB00620	C0006114
DB00620	C1290159
DB00620	C0018621
DB00620	C0041321
DB00620	C0037274
DB00620	C1260899
DB00620	C0001403
DB00620	C0001627
DB00620	C0026857
DB00620	C0024301
DB00620	C0392445
DB00622	C0020538
DB00623	C0036341
DB00623	C0033975
DB00624	C0948896
DB00624	C0271623
DB00624	C0010417
DB00624	C0022735
DB00624	C0034012
DB00624	C0151721
DB00624	C0342527
DB00624	C1562029
DB00624	C0600142
DB00624	C0020635
DB00625	C0019693
DB00626	C0010032
DB00626	C0854211
DB00626	C0022568
DB00626	C0005743
DB00626	C0729587
DB00627	C0020443
DB00627	C0020557
DB00627	C0342882
DB00627	C0020474
DB00627	C1510471
DB00627	C0020473
DB00628	C0003467
DB00628	C0236663
DB00629	C0020538
DB00630	C0029458
DB00630	C0029401
DB00631	C0023449
DB00632	C0019345
DB00634	C0040592
DB00634	C0005743
DB00634	C0729587
DB00634	C0001144
DB00634	C0009770
DB00634	C0009768
DB00634	C0002438
DB00634	C0022073
DB00634	C0042998
DB00634	C0036508
DB00634	C0423775
DB00635	C0011606
DB00635	C0023449
DB00635	C0010346
DB00635	C0024305
DB00635	C0026948
DB00635	C0011616
DB00635	C0242459
DB00635	C0030807
DB00635	C0027726
DB00635	C0040896
DB00635	C2607914
DB00635	C0002880
DB00635	C0024301
DB00635	C0004096
DB00635	C0005138
DB00635	C0023052
DB00635	C0023434
DB00635	C0040147
DB00635	C0019829
DB00635	C0024141
DB00635	C0014742
DB00635	C0701163
DB00635	C0345468
DB00635	C0149911
DB00635	C0405580
DB00635	C0037274
DB00635	C0002994
DB00635	C0026857
DB00635	C0079773
DB00635	C0011608
DB00635	C0035439
DB00635	C0033860
DB00635	C0026769
DB00635	C1260899
DB00635	C0002875
DB00635	C0001403
DB00635	C0349790
DB00635	C0079744
DB00635	C0003872
DB00635	C0036830
DB00635	C0154301
DB00635	C0036202
DB00635	C0003873
DB00635	C0038013
DB00635	C0003868
DB00635	C0014488
DB00635	C0004364
DB00635	C0021390
DB00636	C0020473
DB00637	C0037383
DB00637	C0009766
DB00637	C0578870
DB00637	C2607914
DB00639	C0700345
DB00640	C0392164
DB00640	C0030590
DB00641	C0473527
DB00641	C0020479
DB00641	C0038454
DB00641	C0003850
DB00641	C0342882
DB00641	C0020443
DB00641	C0342881
DB00641	C0020557
DB00641	C0020474
DB00642	C0812413
DB00642	C0007131
DB00643	C0086227
DB00643	C0003950
DB00643	C0040954
DB00644	C0002453
DB00645	C0152030
DB00645	C0033774
DB00645	C0235339
DB00646	C0700345
DB00646	C0006848
DB00646	C0343886
DB00646	C0006849
DB00646	C0006846
DB00647	C0030193
DB00648	C0686510
DB00649	C0019693
DB00650	C0274478
DB00650	C0568062
DB00650	C0002888
DB00650	C0016412
DB00650	C0274462
DB00651	C0034067
DB00651	C0004096
DB00651	C0006266
DB00651	C1273489
DB00651	C0008677
DB00651	C4038730
DB00652	C0474368
DB00652	C0030193
DB00653	C0156677
DB00653	C0151723
DB00653	C0269658
DB00653	C0341950
DB00653	C0426639
DB00653	C0009806
DB00654	C0028840
DB00654	C0017612
DB00655	C0001144
DB00655	C0401160
DB00655	C0221392
DB00656	C1269683
DB00657	C0020538
DB00659	C0001973
DB00660	C0026838
DB00661	C0004238
DB00661	C0020538
DB00661	C0002963
DB00661	C0030590
DB00661	C0002962
DB00662	C0042963
DB00662	C0027497
DB00662	C0027498
DB00663	C0036508
DB00663	C0406317
DB00663	C0024138
DB00663	C0033777
DB00663	C0015230
DB00663	C0079773
DB00663	C0085074
DB00663	C0406326
DB00663	C0011616
DB00663	C0149922
DB00663	C0033775
DB00663	C0011615
DB00665	C0936223
DB00666	C0034013
DB00666	C0014175
DB00667	C0029408
DB00668	C0002792
DB00668	C0020649
DB00668	C0006267
DB00668	C0347950
DB00668	C0017612
DB00668	C0013404
DB00668	C0006277
DB00668	C0043144
DB00668	C0349790
DB00668	C0004096
DB00668	C0034067
DB00669	C0149931
DB00669	C0009088
DB00670	C0030920
DB00671	C0271429
DB00671	C0856695
DB00671	C0041912
DB00671	C0275652
DB00671	C0275804
DB00671	C0031350
DB00671	C0577709
DB00671	C0153195
DB00671	C0577708
DB00671	C0729586
DB00671	C0006277
DB00671	C0042029
DB00671	C0040425
DB00671	C0018081
DB00672	C0011860
DB00673	C0401160
DB00674	C0002395
DB00675	C3163805
DB00675	C1134719
DB00678	C0011881
DB00678	C0745138
DB00678	C0020538
DB00679	C3544321
DB00680	C0085612
DB00681	C0004030
DB00681	C0239295
DB00681	C0043388
DB00681	C0006309
DB00681	C1636205
DB00681	C0276653
DB00681	C0009186
DB00681	C0729586
DB00681	C0151874
DB00681	C0085438
DB00681	C0153195
DB00681	C0275665
DB00681	C0019655
DB00681	C0026718
DB00681	C0035021
DB00681	C0018190
DB00681	C0149966
DB00681	C0006277
DB00681	C0029291
DB00681	C0035793
DB00681	C0276688
DB00681	C0178299
DB00681	C0037199
DB00681	C0023290
DB00681	C1112209
DB00681	C0034362
DB00681	C0018081
DB00681	C1997322
DB00681	C0039128
DB00681	C0349009
DB00681	C2960008
DB00681	C0006846
DB00681	C0010414
DB00681	C0005716
DB00681	C0024286
DB00681	C0153252
DB00681	C0153256
DB00681	C0153254
DB00681	C0006840
DB00681	C0276725
DB00681	C0001144
DB00681	C0276648
DB00681	C0042029
DB00681	C0031350
DB00681	C0242172
DB00681	C0032285
DB00681	C0275652
DB00681	C0877445
DB00681	C0011974
DB00681	C0001261
DB00681	C0023281
DB00681	C2062982
DB00681	C0877131
DB00681	C0041471
DB00681	C0006849
DB00681	C0040592
DB00681	C0149704
DB00681	C0035597
DB00682	C0040053
DB00682	C0040038
DB00682	C0007780
DB00682	C0149871
DB00683	C0085631
DB00683	C0003467
DB00684	C0014347
DB00684	C0343402
DB00684	C0155860
DB00684	C0684256
DB00684	C0259799
DB00684	C0085394
DB00684	C0010930
DB00684	C0042165
DB00684	C0009768
DB00684	C2887096
DB00684	C0276088
DB00684	C0456107
DB00684	C1997728
DB00684	C0339293
DB00684	C0341503
DB00684	C0085437
DB00684	C0009766
DB00684	C0035468
DB00684	C1318973
DB00684	C1275687
DB00684	C0005743
DB00684	C2242472
DB00684	C0456103
DB00684	C0035854
DB00684	C0549398
DB00684	C0276089
DB00684	C1096258
DB00684	C0014836
DB00684	C0022573
DB00684	C0010032
DB00684	C0032308
DB00684	C0949083
DB00684	C0729587
DB00685	C1263758
DB00685	C0392618
DB00685	C0042029
DB00685	C1112209
DB00685	C0276026
DB00685	C0155860
DB00685	C0339932
DB00685	C0032302
DB00685	C0153195
DB00685	C0275665
DB00685	C0275652
DB00685	C1720797
DB00685	C0032308
DB00685	C0153196
DB00685	C0343402
DB00685	C0857846
DB00685	C0178299
DB00685	C0857831
DB00685	C0275556
DB00685	C0276089
DB00685	C0339959
DB00685	C0341834
DB00685	C0520777
DB00685	C0269050
DB00685	C0349734
DB00685	C0269398
DB00685	C1278797
DB00686	C0232849
DB00686	C0282488
DB00687	C0701163
DB00687	C0001403
DB00690	C0917801
DB00691	C0020538
DB00692	C0085096
DB00692	C0745136
DB00692	C0031511
DB00692	C0917798
DB00692	C0221154
DB00694	C0023449
DB00694	C0023487
DB00694	C0023465
DB00694	C0023467
DB00694	C0023440
DB00694	C0036220
DB00695	C0581377
DB00695	C0013604
DB00695	C0155919
DB00695	C0020538
DB00696	C0149931
DB00696	C0042376
DB00696	C0009088
DB00697	C1562430
DB00697	C0026838
DB00698	C0577708
DB00698	C0520775
DB00698	C0749958
DB00700	C0020538
DB00701	C0019693
DB00703	C0017605
DB00703	C0149893
DB00703	C0017612
DB00704	C0267511
DB00704	C0150055
DB00704	C0001973
DB00704	C0278140
DB00704	C0028754
DB00705	C0019693
DB00706	C1739363
DB00707	C0007131
DB00707	C0546837
DB00708	C0030201
DB00709	C0019693
DB00709	C0524909
DB00710	C0029458
DB00710	C0020437
DB00711	C1527407
DB00711	C0013884
DB00711	C0023968
DB00711	C0029001
DB00711	C0013882
DB00712	C0029408
DB00712	C0003873
DB00713	C0032308
DB00713	C0038160
DB00713	C2242472
DB00713	C2887088
DB00713	C0149725
DB00713	C1997728
DB00713	C0178299
DB00713	C1318973
DB00713	C0520767
DB00713	C0037199
DB00713	C0154640
DB00713	C0031350
DB00713	C0152965
DB00714	C0030567
DB00715	C1269683
DB00715	C0028768
DB00715	C0030319
DB00715	C0031572
DB00715	C0038436
DB00715	C0520676
DB00715	C0270549
DB00715	C0011581
DB00715	C0600142
DB00716	C0009766
DB00716	C0004096
DB00716	C0022281
DB00717	C0221392
DB00717	C0232940
DB00717	C0025323
DB00717	C0271578
DB00717	C0600142
DB00717	C0156393
DB00717	C0025874
DB00717	C0001144
DB00717	C0014175
DB00718	C0524909
DB00719	C0033774
DB00719	C0027424
DB00719	C0037383
DB00719	C0009443
DB00719	C0042109
DB00719	C0035460
DB00719	C2607914
DB00719	C0009766
DB00719	C1260880
DB00719	C0018621
DB00719	C0343065
DB00722	C0027051
DB00722	C0264716
DB00722	C0020538
DB00723	C0030590
DB00724	C0009663
DB00724	C0862889
DB00724	C0022602
DB00724	C0043037
DB00725	C0010200
DB00725	C0022104
DB00725	C0030920
DB00726	C0011581
DB00727	C3661921
DB00730	C0546999
DB00730	C0041648
DB00730	C0040553
DB00730	C0086227
DB00730	C0040896
DB00730	C0003950
DB00730	C0040954
DB00730	C0038463
DB00731	C0011860
DB00733	C0700359
DB00734	C0036341
DB00734	C0270425
DB00734	C0004352
DB00734	C0236780
DB00734	C0338873
DB00735	C0040259
DB00735	C0040252
DB00735	C1384589
DB00736	C0267055
DB00736	C0043515
DB00736	C0014869
DB00736	C0017168
DB00736	C0030920
DB00737	C0042571
DB00737	C0026603
DB00738	C0041228
DB00740	C0002736
DB00741	C0005743
DB00741	C0854211
DB00741	C0006114
DB00741	C0035439
DB00741	C0023052
DB00741	C0027726
DB00741	C1274321
DB00741	C0010032
DB00741	C0010346
DB00741	C0033246
DB00741	C0149922
DB00741	C0024141
DB00741	C0003873
DB00741	C0345468
DB00741	C0042164
DB00741	C0021390
DB00741	C0022568
DB00741	C0729587
DB00741	C0015230
DB00741	C0039103
DB00741	C1275687
DB00741	C0038363
DB00741	C0002994
DB00741	C0149911
DB00741	C0010043
DB00741	C1260899
DB00741	C0002875
DB00741	C0026769
DB00741	C0033860
DB00741	C1761609
DB00741	C0701163
DB00741	C0022073
DB00741	C0024138
DB00741	C0030807
DB00741	C0011608
DB00741	C0039520
DB00741	C0001144
DB00741	C0040896
DB00741	C0023449
DB00741	C0040259
DB00741	C0395818
DB00741	C0009766
DB00741	C0036508
DB00741	C0035854
DB00741	C0085074
DB00741	C0036830
DB00741	C0019829
DB00741	C0021355
DB00741	C0011606
DB00741	C0024305
DB00741	C0154301
DB00741	C0242459
DB00741	C0040147
DB00741	C0011615
DB00741	C0006444
DB00741	C0406317
DB00741	C0004096
DB00741	C0014742
DB00741	C0003868
DB00741	C1384589
DB00741	C0849907
DB00741	C0019112
DB00741	C0003872
DB00741	C0151467
DB00741	C0033777
DB00741	C0405580
DB00741	C0079773
DB00741	C0022081
DB00741	C0040252
DB00741	C2894027
DB00741	C0010543
DB00741	C0406326
DB00741	C0001403
DB00741	C0026948
DB00741	C3875321
DB00741	C0038218
DB00741	C2607914
DB00741	C0004364
DB00741	C2937222
DB00741	C0011616
DB00741	C0029878
DB00741	C0017563
DB00741	C0009324
DB00741	C0039503
DB00741	C0002880
DB00741	C0015397
DB00741	C0036202
DB00741	C0005138
DB00741	C0026857
DB00741	C0038013
DB00741	C0423234
DB00741	C0033775
DB00742	C0028840
DB00742	C0013604
DB00742	C0033845
DB00742	C0006114
DB00742	C0010674
DB00744	C0155877
DB00744	C0155880
DB00745	C0027404
DB00746	C1739382
DB00746	C0412842
DB00747	C1260880
DB00747	C0152253
DB00747	C0035460
DB00747	C0042164
DB00747	C0030920
DB00747	C0026961
DB00747	C0022104
DB00747	C0027424
DB00747	C0235238
DB00747	C2607914
DB00747	C0010200
DB00747	C0022073
DB00747	C0026603
DB00747	C0009443
DB00748	C0343065
DB00748	C0018621
DB00748	C0033774
DB00748	C0042109
DB00748	C0035460
DB00748	C2607914
DB00748	C0009443
DB00748	C0009766
DB00748	C1260880
DB00749	C0030193
DB00749	C0029408
DB00749	C0003873
DB00750	C0033038
DB00751	C0022281
DB00751	C0009766
DB00752	C1269683
DB00754	C0014549
DB00754	C2711653
DB00755	C0023487
DB00755	C0001144
DB00755	C0870082
DB00755	C0036651
DB00755	C0025218
DB00757	C0401160
DB00758	C1303258
DB00758	C0948089
DB00758	C0542269
DB00758	C0007780
DB00759	C0024286
DB00759	C0035021
DB00759	C0275652
DB00759	C0018081
DB00759	C0037199
DB00759	C0178299
DB00759	C0035597
DB00759	C0242172
DB00759	C0001261
DB00759	C0149966
DB00759	C0032285
DB00759	C0035793
