,drugbank_id,drugbank_name,pubchem_id,stitch_id_flat,umls_cui_from_label,method,concept_name,meddra_type,umls_cui_from_meddra,meddra_name
3915,DB00477,Chlorpromazine,2726,CID100002726,C0149654,text_mention,Conduct Disorder,PT,C0149654,Conduct disorder
3916,DB00477,Chlorpromazine,2726,CID100002726,C0151611,NLP_precondition,Electroencephalogram abnormal,PT,C0151611,Electroencephalogram abnormal
3917,DB00477,Chlorpromazine,2726,CID100002726,C0162565,text_mention,Acute intermittent porphyria,PT,C0162565,Porphyria acute
3918,DB00477,Chlorpromazine,2726,CID100002726,C0233485,NLP_indication,apprehension,PT,C0003467,Anxiety
3919,DB00477,Chlorpromazine,2726,CID100002726,C0424295,text_mention,Hyperactive behavior,PT,C0085631,Agitation
3920,DB00477,Chlorpromazine,2726,CID100002726,C0424295,text_mention,Hyperactive behavior,PT,C0424295,Hyperkinesia
3921,DB00477,Chlorpromazine,2726,CID100002726,C0474395,text_mention,Behavior showing increased motor activity,PT,C0085631,Agitation
3922,DB00477,Chlorpromazine,2726,CID100002726,C0744896,NLP_indication,Intractable hiccups,PT,C0019521,Hiccups
3923,DB00478,Rimantadine,5071,CID100005071,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection
3924,DB00478,Rimantadine,5071,CID100005071,C0015967,NLP_indication,Fever,PT,C0015967,Body temperature increased
3925,DB00478,Rimantadine,5071,CID100005071,C0021400,NLP_indication,Influenza,PT,C0021400,Influenza
3926,DB00478,Rimantadine,5071,CID100005071,C0521839,text_mention,Influenza like illness,PT,C0521839,Influenza like illness
3927,DB00479,Amikacin,2142,CID100002142,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection
3928,DB00479,Amikacin,2142,CID100002142,C0025289,text_mention,Meningitis,PT,C0025289,Meningitis
3929,DB00479,Amikacin,2142,CID100002142,C0031154,text_mention,Peritonitis,PT,C0031154,Peritonitis
3930,DB00479,Amikacin,2142,CID100002142,C0038160,NLP_indication,Staphylococcal Infections,PT,C0038160,Staphylococcal infection
3931,DB00479,Amikacin,2142,CID100002142,C0262655,text_mention,Recurrent urinary tract infection,PT,C0042029,Urinary tract infection
3932,DB00479,Amikacin,2142,CID100002142,C0456103,text_mention,Sepsis neonatal,PT,C0456103,Sepsis neonatal
3933,DB00479,Amikacin,2142,CID100002142,C0684256,NLP_indication,Bacterial sepsis,PT,C0684256,Bacterial sepsis
3934,DB00479,Amikacin,2142,CID100002142,C1112209,text_mention,Intraabdominal Infections,PT,C1112209,Abdominal infection
3935,DB00479,Amikacin,2142,CID100002142,C1565489,NLP_precondition,Renal Insufficiency,PT,C1565489,Renal impairment
3936,DB00479,Amikacin,2142,CID100002142,C1565489,NLP_precondition,Renal Insufficiency,PT,C0035078,Renal failure
3937,DB00480,Lenalidomide,216326,CID100216326,C0015230,NLP_precondition,Exanthema,PT,C0015230,Rash
3938,DB00480,Lenalidomide,216326,CID100216326,C0015230,NLP_precondition,Exanthema,PT,C0011603,Dermatitis
3939,DB00480,Lenalidomide,216326,CID100216326,C0026764,NLP_indication,Multiple Myeloma,PT,C0026764,Plasma cell myeloma
3940,DB00480,Lenalidomide,216326,CID100216326,C0026764,NLP_indication,Multiple Myeloma,PT,C0032131,Plasmacytoma
3941,DB00480,Lenalidomide,216326,CID100216326,C0026986,NLP_indication,Dysmyelopoietic Syndromes,PT,C0026986,Myelodysplastic syndrome
3942,DB00480,Lenalidomide,216326,CID100216326,C0040038,NLP_precondition,Thromboembolism,PT,C0340726,Embolism venous
3943,DB00480,Lenalidomide,216326,CID100216326,C0040038,NLP_precondition,Thromboembolism,PT,C0013922,Embolism
3944,DB00480,Lenalidomide,216326,CID100216326,C0334634,NLP_indication,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",PT,C0334634,Mantle cell lymphoma
3945,DB00480,Lenalidomide,216326,CID100216326,C3666003,NLP_indication,Transfusion dependent anaemia,PT,C0002871,Anaemia
3946,DB00481,Raloxifene,5035,CID100005035,C0006142,NLP_indication,Malignant neoplasm of breast,PT,C0006142,Breast cancer
3947,DB00481,Raloxifene,5035,CID100005035,C0019557,text_mention,Hip Fractures,PT,C0019557,Hip fracture
3948,DB00481,Raloxifene,5035,CID100005035,C0025274,text_mention,Menarche,PT,C0025274,Menarche
3949,DB00481,Raloxifene,5035,CID100005035,C0025320,text_mention,Menopause,PT,C0025320,Menopause
3950,DB00481,Raloxifene,5035,CID100005035,C0029456,NLP_indication,Osteoporosis,PT,C0029456,Osteoporosis
3951,DB00481,Raloxifene,5035,CID100005035,C0029458,text_mention,"Osteoporosis, Postmenopausal",PT,C0029458,Osteoporosis postmenopausal
3952,DB00481,Raloxifene,5035,CID100005035,C0236075,text_mention,Menopausal symptoms,PT,C0236075,Menopausal symptoms
3953,DB00481,Raloxifene,5035,CID100005035,C0853879,NLP_indication,Invasive Breast Carcinoma,PT,C0006142,Breast cancer
3954,DB00482,Celecoxib,2662,CID100002662,C0003864,NLP_precondition,Arthritis,PT,C0003864,Arthritis
3955,DB00482,Celecoxib,2662,CID100002662,C0003873,NLP_indication,Rheumatoid Arthritis,PT,C0003873,Rheumatoid arthritis
3956,DB00482,Celecoxib,2662,CID100002662,C0003873,NLP_indication,Rheumatoid Arthritis,PT,C0003864,Arthritis
3957,DB00482,Celecoxib,2662,CID100002662,C0013390,NLP_precondition,Dysmenorrhea,PT,C0013390,Dysmenorrhoea
3958,DB00482,Celecoxib,2662,CID100002662,C0020538,NLP_precondition,Hypertensive disease,PT,C0020538,Hypertension
3959,DB00482,Celecoxib,2662,CID100002662,C0021368,NLP_indication,Inflammation,PT,C0021368,Inflammation
3960,DB00482,Celecoxib,2662,CID100002662,C0021846,NLP_indication,Intestinal Polyps,PT,C0021846,Intestinal polyp
3961,DB00482,Celecoxib,2662,CID100002662,C0029408,NLP_indication,Degenerative polyarthritis,PT,C0029408,Osteoarthritis
3962,DB00482,Celecoxib,2662,CID100002662,C0030193,NLP_indication,Pain,PT,C0030193,Pain
3963,DB00482,Celecoxib,2662,CID100002662,C0032580,NLP_indication,Adenomatous Polyposis Coli,PT,C0032580,Adenomatous polyposis coli
3964,DB00482,Celecoxib,2662,CID100002662,C0032584,NLP_precondition,polyps,PT,C0032584,Polyp
3965,DB00482,Celecoxib,2662,CID100002662,C0037578,text_mention,Soft Tissue Injuries,PT,C0037578,Soft tissue injury
3966,DB00482,Celecoxib,2662,CID100002662,C0038012,text_mention,Spondylitis,PT,C0949691,Spondyloarthropathy
3967,DB00482,Celecoxib,2662,CID100002662,C0038012,text_mention,Spondylitis,PT,C0038012,Spondylitis
3968,DB00482,Celecoxib,2662,CID100002662,C0038013,NLP_indication,Ankylosing spondylitis,PT,C0038013,Ankylosing spondylitis
3969,DB00482,Celecoxib,2662,CID100002662,C0038045,text_mention,Sprain,PT,C0435002,Ligament sprain
3970,DB00482,Celecoxib,2662,CID100002662,C0043251,text_mention,Wounds and Injuries,PT,C3263723,Injury
3971,DB00482,Celecoxib,2662,CID100002662,C0149875,NLP_indication,Primary dysmenorrhea,PT,C0013390,Dysmenorrhoea
3972,DB00482,Celecoxib,2662,CID100002662,C0184567,NLP_indication,Acute onset pain,PT,C0030193,Pain
3973,DB00482,Celecoxib,2662,CID100002662,C0850572,NLP_indication,Colon adenoma,PT,C0850572,Colon adenoma
3974,DB00482,Celecoxib,2662,CID100002662,C0949059,text_mention,Large intestine polyp,PT,C0949059,Large intestine polyp
3975,DB00482,Celecoxib,2662,CID100002662,C3495559,NLP_indication,Juvenile arthritis,PT,C3495559,Juvenile idiopathic arthritis
3976,DB00483,Gallamine Triethiodide,24841,CID100024841,C0004096,text_mention,Asthma,PT,C0004096,Asthma
3977,DB00483,Gallamine Triethiodide,24841,CID100024841,C0006277,text_mention,Bronchitis,PT,C0006277,Bronchitis
3978,DB00483,Gallamine Triethiodide,24841,CID100024841,C0006826,text_mention,Malignant Neoplasms,PT,C0006826,Neoplasm malignant
3979,DB00483,Gallamine Triethiodide,24841,CID100024841,C0007097,text_mention,Carcinoma,PT,C0006826,Neoplasm malignant
3980,DB00483,Gallamine Triethiodide,24841,CID100024841,C0020550,text_mention,Hyperthyroidism,PT,C0020550,Hyperthyroidism
3981,DB00483,Gallamine Triethiodide,24841,CID100024841,C0024115,NLP_indication,Lung diseases,PT,C0024115,Lung disorder
3982,DB00483,Gallamine Triethiodide,24841,CID100024841,C0027627,text_mention,Neoplasm Metastasis,PT,C0027627,Metastasis
3983,DB00483,Gallamine Triethiodide,24841,CID100024841,C0034067,text_mention,Pulmonary Emphysema,PT,C0034067,Emphysema
3984,DB00484,Brimonidine,2435,CID100002435,C0017601,NLP_indication,Glaucoma,PT,C0017601,Glaucoma
3985,DB00484,Brimonidine,2435,CID100002435,C0017612,NLP_indication,"Glaucoma, Open-Angle",PT,C0017612,Open angle glaucoma
3986,DB00484,Brimonidine,2435,CID100002435,C0020302,NLP_precondition,Hydrophthalmos,PT,C0020302,Developmental glaucoma
3987,DB00484,Brimonidine,2435,CID100002435,C0020302,NLP_precondition,Hydrophthalmos,PT,C0017601,Glaucoma
3988,DB00484,Brimonidine,2435,CID100002435,C0028840,NLP_indication,Ocular Hypertension,PT,C0028840,Ocular hypertension
3989,DB00484,Brimonidine,2435,CID100002435,C0035854,text_mention,Rosacea,PT,C0035854,Rosacea
3990,DB00484,Brimonidine,2435,CID100002435,C0041834,NLP_precondition,Erythema,PT,C0041834,Erythema
3991,DB00484,Brimonidine,2435,CID100002435,C0239488,text_mention,Erythema facial,PT,C0041834,Erythema
3992,DB00484,Brimonidine,2435,CID100002435,C0339573,NLP_indication,"Glaucoma, Primary Open Angle",PT,C0017612,Open angle glaucoma
3993,DB00484,Brimonidine,2435,CID100002435,C0857070,NLP_indication,Chronic open angle glaucoma,PT,C0017612,Open angle glaucoma
3994,DB00485,Dicloxacillin,3040,CID100003040,C0007642,text_mention,Cellulitis,PT,C0007642,Cellulitis
3995,DB00485,Dicloxacillin,3040,CID100003040,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection
3996,DB00485,Dicloxacillin,3040,CID100003040,C0029443,text_mention,Osteomyelitis,PT,C0029443,Osteomyelitis
3997,DB00485,Dicloxacillin,3040,CID100003040,C0032285,text_mention,Pneumonia,PT,C0032285,Pneumonia
3998,DB00485,Dicloxacillin,3040,CID100003040,C0038160,text_mention,Staphylococcal Infections,PT,C0038160,Staphylococcal infection
3999,DB00485,Dicloxacillin,3040,CID100003040,C0043241,text_mention,Wound Infection,PT,C0043241,Wound infection
4000,DB00485,Dicloxacillin,3040,CID100003040,C0155862,text_mention,Streptococcal pneumonia,PT,C0155862,Pneumonia streptococcal
4001,DB00485,Dicloxacillin,3040,CID100003040,C1565489,NLP_precondition,Renal Insufficiency,PT,C1565489,Renal impairment
4002,DB00485,Dicloxacillin,3040,CID100003040,C1565489,NLP_precondition,Renal Insufficiency,PT,C0035078,Renal failure
4003,DB00486,Nabilone,39860,CID100039860,C0004936,text_mention,Mental disorders,PT,C0004936,Mental disorder
4004,DB00486,Nabilone,39860,CID100039860,C0006826,NLP_indication,Malignant Neoplasms,PT,C0006826,Neoplasm malignant
4005,DB00486,Nabilone,39860,CID100039860,C0027497,NLP_indication,Nausea,PT,C0027497,Nausea
4006,DB00486,Nabilone,39860,CID100039860,C0042963,NLP_indication,Vomiting,PT,C0042963,Vomiting
4007,DB00486,Nabilone,39860,CID100039860,C0085762,text_mention,Alcohol abuse,PT,C0085762,Alcohol abuse
4008,DB00486,Nabilone,39860,CID100039860,C0740858,text_mention,Substance abuse problem,PT,C0740858,Substance abuse
4009,DB00488,Altretamine,2123,CID100002123,C0278689,text_mention,Ovarian epithelial cancer recurrent,PT,C0278689,Ovarian epithelial cancer recurrent
4010,DB00489,Sotalol,5253,CID100005253,C0003811,NLP_precondition,Cardiac Arrhythmia,PT,C0003811,Arrhythmia
4011,DB00489,Sotalol,5253,CID100005253,C0004238,NLP_indication,Atrial Fibrillation,PT,C0004238,Atrial fibrillation
4012,DB00489,Sotalol,5253,CID100005253,C0004239,NLP_indication,Atrial Flutter,PT,C0004239,Atrial flutter
4013,DB00489,Sotalol,5253,CID100005253,C0011071,text_mention,Sudden death,PT,C0011071,Sudden death
4014,DB00489,Sotalol,5253,CID100005253,C0016385,NLP_indication,Cardiac Flutter,PT,C0016385,Cardiac flutter
4015,DB00489,Sotalol,5253,CID100005253,C0018799,text_mention,Heart Diseases,PT,C0018799,Cardiac disorder
4016,DB00489,Sotalol,5253,CID100005253,C0018800,NLP_precondition,Cardiomegaly,PT,C0018800,Cardiomegaly
4017,DB00489,Sotalol,5253,CID100005253,C0018802,NLP_precondition,Congestive heart failure,PT,C0018802,Cardiac failure congestive
4018,DB00489,Sotalol,5253,CID100005253,C0020649,text_mention,Hypotension,PT,C0020649,Hypotension
4019,DB00489,Sotalol,5253,CID100005253,C0038454,text_mention,Cerebrovascular accident,PT,C0038454,Cerebrovascular accident
4020,DB00489,Sotalol,5253,CID100005253,C0039231,text_mention,Tachycardia,PT,C0039231,Tachycardia
4021,DB00489,Sotalol,5253,CID100005253,C0042514,text_mention,"Tachycardia, Ventricular",PT,C0042514,Ventricular tachycardia
4022,DB00489,Sotalol,5253,CID100005253,C0085612,NLP_indication,Ventricular arrhythmia,PT,C0085612,Ventricular arrhythmia
4023,DB00489,Sotalol,5253,CID100005253,C0151744,NLP_precondition,Myocardial Ischemia,PT,C0151744,Myocardial ischaemia
4024,DB00489,Sotalol,5253,CID100005253,C0232201,NLP_indication,Sinus rhythm,PT,C0232201,Sinus rhythm
4025,DB00489,Sotalol,5253,CID100005253,C0241863,NLP_precondition,Diabetic,PT,C0011849,Diabetes mellitus
4026,DB00489,Sotalol,5253,CID100005253,C0428776,text_mention,Cardiac index,PT,C0428776,Cardiac index
4027,DB00489,Sotalol,5253,CID100005253,C0428886,text_mention,Mean blood pressure,PT,C0428886,Mean arterial pressure
4028,DB00489,Sotalol,5253,CID100005253,C0428974,NLP_precondition,Supraventricular arrhythmia,PT,C0428974,Arrhythmia supraventricular
4029,DB00489,Sotalol,5253,CID100005253,C0520850,text_mention,Pulmonary arterial wedge pressure increased,PT,C0520850,Pulmonary arterial wedge pressure increased
4030,DB00489,Sotalol,5253,CID100005253,C0750194,text_mention,Non-sustained ventricular tachycardia,PT,C0042514,Ventricular tachycardia
4031,DB00489,Sotalol,5253,CID100005253,C0750197,NLP_indication,Sustained ventricular tachycardia,PT,C0042514,Ventricular tachycardia
4032,DB00489,Sotalol,5253,CID100005253,C0857121,text_mention,Hypertensive (finding),PT,C0020538,Hypertension
4033,DB00489,Sotalol,5253,CID100005253,C0948807,text_mention,Hepatic impairment,PT,C0023895,Liver disorder
4034,DB00489,Sotalol,5253,CID100005253,C1258192,text_mention,Total Peripheral Resistance,PT,C1258192,Vascular resistance systemic
4035,DB00489,Sotalol,5253,CID100005253,C1565489,text_mention,Renal Insufficiency,PT,C1565489,Renal impairment
4036,DB00489,Sotalol,5253,CID100005253,C1565489,text_mention,Renal Insufficiency,PT,C0035078,Renal failure
4037,DB00490,Buspirone,2477,CID100002477,C0003467,NLP_indication,Anxiety,PT,C0003467,Anxiety
4038,DB00490,Buspirone,2477,CID100002477,C0003469,NLP_indication,Anxiety Disorders,PT,C0003469,Anxiety disorder
4039,DB00490,Buspirone,2477,CID100002477,C0004936,text_mention,Mental disorders,PT,C0004936,Mental disorder
4040,DB00490,Buspirone,2477,CID100002477,C0005747,text_mention,Blepharospasm,PT,C0005747,Blepharospasm
4041,DB00490,Buspirone,2477,CID100002477,C0011581,text_mention,Depressive disorder,PT,C0011570,Depression
4042,DB00490,Buspirone,2477,CID100002477,C0011581,text_mention,Depressive disorder,PT,C0013415,Dysthymic disorder
4043,DB00490,Buspirone,2477,CID100002477,C0011991,text_mention,Diarrhea,PT,C0011991,Diarrhoea
4044,DB00490,Buspirone,2477,CID100002477,C0012833,text_mention,Dizziness,PT,C0012833,Dizziness
4045,DB00490,Buspirone,2477,CID100002477,C0016382,text_mention,Flushing,PT,C0016382,Flushing
4046,DB00490,Buspirone,2477,CID100002477,C0022107,text_mention,Irritable Mood,PT,C0022107,Irritability
4047,DB00490,Buspirone,2477,CID100002477,C0030232,text_mention,Pallor,PT,C0030232,Pallor
4048,DB00490,Buspirone,2477,CID100002477,C0030554,text_mention,Paresthesia,PT,C0030554,Paraesthesia
4049,DB00490,Buspirone,2477,CID100002477,C0033975,NLP_precondition,Psychotic Disorders,PT,C0033975,Psychotic disorder
4050,DB00490,Buspirone,2477,CID100002477,C0036341,text_mention,Schizophrenia,PT,C0036341,Schizophrenia
4051,DB00490,Buspirone,2477,CID100002477,C0038990,text_mention,Sweating,PT,C0020458,Hyperhidrosis
4052,DB00490,Buspirone,2477,CID100002477,C0042023,text_mention,Increased frequency of micturition,PT,C0042023,Pollakiuria
4053,DB00490,Buspirone,2477,CID100002477,C0043352,text_mention,Xerostomia,PT,C0043352,Dry mouth
4054,DB00490,Buspirone,2477,CID100002477,C0080194,text_mention,Muscle strain,PT,C0080194,Muscle strain
4055,DB00490,Buspirone,2477,CID100002477,C0085631,text_mention,Agitation,PT,C0085631,Agitation
4056,DB00490,Buspirone,2477,CID100002477,C0086132,NLP_indication,Depressive Symptoms,PT,C0086132,Depressive symptom
4057,DB00490,Buspirone,2477,CID100002477,C0220870,text_mention,Lightheadedness,PT,C0012833,Dizziness
4058,DB00490,Buspirone,2477,CID100002477,C0231230,text_mention,Fatigability,PT,C0015672,Fatigue
4059,DB00490,Buspirone,2477,CID100002477,C0231528,text_mention,Myalgia,PT,C0948594,Musculoskeletal discomfort
4060,DB00490,Buspirone,2477,CID100002477,C0231528,text_mention,Myalgia,PT,C0231528,Myalgia
4061,DB00490,Buspirone,2477,CID100002477,C0233415,text_mention,Distractibility,PT,C0233415,Distractibility
4062,DB00490,Buspirone,2477,CID100002477,C0233494,text_mention,Tension,PT,C0233494,Tension
4063,DB00490,Buspirone,2477,CID100002477,C0234215,text_mention,Sensory Discomfort,PT,C0234215,Discomfort
4064,DB00490,Buspirone,2477,CID100002477,C0234369,text_mention,Trembling,PT,C0040822,Tremor
4065,DB00490,Buspirone,2477,CID100002477,C0235240,text_mention,Pounding heart,PT,C0030252,Palpitations
4066,DB00490,Buspirone,2477,CID100002477,C0235309,text_mention,Upset stomach,PT,C0232487,Abdominal discomfort
4067,DB00490,Buspirone,2477,CID100002477,C0270549,NLP_indication,Generalized Anxiety Disorder,PT,C0270549,Generalised anxiety disorder
4068,DB00490,Buspirone,2477,CID100002477,C0392703,text_mention,Shakiness,PT,C0040822,Tremor
4069,DB00490,Buspirone,2477,CID100002477,C0424295,text_mention,Hyperactive behavior,PT,C0085631,Agitation
4070,DB00490,Buspirone,2477,CID100002477,C0424295,text_mention,Hyperactive behavior,PT,C0424295,Hyperkinesia
4071,DB00490,Buspirone,2477,CID100002477,C0542238,text_mention,Tingling feet/hands,PT,C0030554,Paraesthesia
4072,DB00490,Buspirone,2477,CID100002477,C0549209,text_mention,Feeling jittery,PT,C0027769,Nervousness
4073,DB00490,Buspirone,2477,CID100002477,C0549209,text_mention,Feeling jittery,PT,C0549209,Feeling jittery
4074,DB00490,Buspirone,2477,CID100002477,C0577559,text_mention,Mass of body structure,PT,C0577559,Mass
4075,DB00490,Buspirone,2477,CID100002477,C0917801,text_mention,Sleeplessness,PT,C0917801,Insomnia
4076,DB00490,Buspirone,2477,CID100002477,C0919568,text_mention,Impatience,PT,C0919568,Impatience
4077,DB00490,Buspirone,2477,CID100002477,C0948807,NLP_indication,Hepatic impairment,PT,C0023895,Liver disorder
4078,DB00490,Buspirone,2477,CID100002477,C1565489,NLP_indication,Renal Insufficiency,PT,C1565489,Renal impairment
4079,DB00490,Buspirone,2477,CID100002477,C1565489,NLP_indication,Renal Insufficiency,PT,C0035078,Renal failure
4080,DB00491,Miglitol,51577,CID100051577,C0011860,NLP_indication,"Diabetes Mellitus, Non-Insulin-Dependent",PT,C0011860,Type 2 diabetes mellitus
4081,DB00492,Fosinopril,3419,CID100003419,C0018801,NLP_indication,Heart failure,PT,C0018801,Cardiac failure
4082,DB00492,Fosinopril,3419,CID100003419,C0018802,NLP_indication,Congestive heart failure,PT,C0018802,Cardiac failure congestive
4083,DB00492,Fosinopril,3419,CID100003419,C0020538,NLP_indication,Hypertensive disease,PT,C0020538,Hypertension
4084,DB00492,Fosinopril,3419,CID100003419,C0020545,text_mention,"Hypertension, Renovascular",PT,C0020545,Renovascular hypertension
4085,DB00492,Fosinopril,3419,CID100003419,C0020649,text_mention,Hypotension,PT,C0020649,Hypotension
4086,DB00492,Fosinopril,3419,CID100003419,C0022661,text_mention,"Kidney Failure, Chronic",PT,C0022661,Renal failure chronic
4087,DB00492,Fosinopril,3419,CID100003419,C0023892,text_mention,Biliary cirrhosis,PT,C0023892,Biliary cirrhosis
4088,DB00492,Fosinopril,3419,CID100003419,C0032961,text_mention,Pregnancy,PT,C0032961,Pregnancy
4089,DB00492,Fosinopril,3419,CID100003419,C0033687,text_mention,Proteinuria,PT,C0948586,Protein urine present
4090,DB00492,Fosinopril,3419,CID100003419,C0033687,text_mention,Proteinuria,PT,C0033687,Proteinuria
4091,DB00492,Fosinopril,3419,CID100003419,C0085128,text_mention,"Cardiac Output, High",PT,C0221045,Cardiac failure high output
4092,DB00492,Fosinopril,3419,CID100003419,C0085128,text_mention,"Cardiac Output, High",PT,C0085128,Cardiac output increased
4093,DB00492,Fosinopril,3419,CID100003419,C0085580,NLP_indication,Essential Hypertension,PT,C0085580,Essential hypertension
4094,DB00492,Fosinopril,3419,CID100003419,C0232807,text_mention,Function kidney decreased,PT,C1565489,Renal impairment
4095,DB00492,Fosinopril,3419,CID100003419,C0428776,text_mention,Cardiac index,PT,C0428776,Cardiac index
4096,DB00492,Fosinopril,3419,CID100003419,C0497247,text_mention,Increase in blood pressure,PT,C0497247,Blood pressure increased
4097,DB00492,Fosinopril,3419,CID100003419,C0553704,text_mention,Serum potassium increased,PT,C0853760,Blood potassium increased
4098,DB00492,Fosinopril,3419,CID100003419,C0730345,text_mention,Microalbuminuria,PT,C0730345,Microalbuminuria
4099,DB00492,Fosinopril,3419,CID100003419,C0855389,text_mention,Renin decreased,PT,C0855389,Renin decreased
4100,DB00492,Fosinopril,3419,CID100003419,C0857121,NLP_precondition,Hypertensive (finding),PT,C0020538,Hypertension
4101,DB00492,Fosinopril,3419,CID100003419,C0858237,text_mention,Aldosterone low,PT,C0853116,Blood aldosterone decreased
4102,DB00492,Fosinopril,3419,CID100003419,C0948807,NLP_precondition,Hepatic impairment,PT,C0023895,Liver disorder
4103,DB00492,Fosinopril,3419,CID100003419,C1258192,text_mention,Total Peripheral Resistance,PT,C1258192,Vascular resistance systemic
4104,DB00492,Fosinopril,3419,CID100003419,C1268766,text_mention,Blood pressure alteration (finding),PT,C0549405,Blood pressure fluctuation
4105,DB00492,Fosinopril,3419,CID100003419,C1306571,text_mention,Hepatic Insufficiency,PT,C0085605,Hepatic failure
4106,DB00492,Fosinopril,3419,CID100003419,C1328539,text_mention,Reflex tachycardia,PT,C0039231,Tachycardia
4107,DB00492,Fosinopril,3419,CID100003419,C1565489,NLP_precondition,Renal Insufficiency,PT,C1565489,Renal impairment
4108,DB00492,Fosinopril,3419,CID100003419,C1565489,NLP_precondition,Renal Insufficiency,PT,C0035078,Renal failure
4109,DB00493,Cefotaxime,2631,CID100002631,C0004610,text_mention,Bacteremia,PT,C0004610,Bacteraemia
4110,DB00493,Cefotaxime,2631,CID100002631,C0004626,text_mention,"Pneumonia, Bacterial",PT,C0004626,Pneumonia bacterial
4111,DB00493,Cefotaxime,2631,CID100002631,C0006035,NLP_precondition,Borrelia Infections,PT,C0006035,Borrelia infection
4112,DB00493,Cefotaxime,2631,CID100002631,C0006267,text_mention,Bronchiectasis,PT,C0006267,Bronchiectasis
4113,DB00493,Cefotaxime,2631,CID100002631,C0007642,text_mention,Cellulitis,PT,C0007642,Cellulitis
4114,DB00493,Cefotaxime,2631,CID100002631,C0007684,text_mention,Central Nervous System Infection,PT,C0007684,Central nervous system infection
4115,DB00493,Cefotaxime,2631,CID100002631,C0008677,text_mention,"Bronchitis, Chronic",PT,C0008677,Bronchitis chronic
4116,DB00493,Cefotaxime,2631,CID100002631,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection
4117,DB00493,Cefotaxime,2631,CID100002631,C0010692,text_mention,Cystitis,PT,C0403632,Cystitis noninfective
4118,DB00493,Cefotaxime,2631,CID100002631,C0010692,text_mention,Cystitis,PT,C0232849,Bladder pain
4119,DB00493,Cefotaxime,2631,CID100002631,C0010692,text_mention,Cystitis,PT,C0010692,Cystitis
4120,DB00493,Cefotaxime,2631,CID100002631,C0014179,text_mention,Endometritis,PT,C0014179,Endometritis
4121,DB00493,Cefotaxime,2631,CID100002631,C0018081,text_mention,Gonorrhea,PT,C0018081,Gonorrhoea
4122,DB00493,Cefotaxime,2631,CID100002631,C0024110,text_mention,Lung Abscess,PT,C0024110,Lung abscess
4123,DB00493,Cefotaxime,2631,CID100002631,C0025289,text_mention,Meningitis,PT,C0025289,Meningitis
4124,DB00493,Cefotaxime,2631,CID100002631,C0029443,text_mention,Osteomyelitis,PT,C0029443,Osteomyelitis
4125,DB00493,Cefotaxime,2631,CID100002631,C0030455,text_mention,Parametritis,PT,C0030455,Parametritis
4126,DB00493,Cefotaxime,2631,CID100002631,C0031154,text_mention,Peritonitis,PT,C0031154,Peritonitis
4127,DB00493,Cefotaxime,2631,CID100002631,C0032285,text_mention,Pneumonia,PT,C0032285,Pneumonia
4128,DB00493,Cefotaxime,2631,CID100002631,C0035243,text_mention,Respiratory Tract Infections,PT,C0035243,Respiratory tract infection
4129,DB00493,Cefotaxime,2631,CID100002631,C0036685,text_mention,"Septicaemia due to gram-negative organism, unspecified",PT,C0684256,Bacterial sepsis
4130,DB00493,Cefotaxime,2631,CID100002631,C0036690,text_mention,Septicemia,PT,C0243026,Sepsis
4131,DB00493,Cefotaxime,2631,CID100002631,C0037278,text_mention,"Skin Diseases, Infectious",PT,C0037278,Skin infection
4132,DB00493,Cefotaxime,2631,CID100002631,C0042029,text_mention,Urinary tract infection,PT,C0042029,Urinary tract infection
4133,DB00493,Cefotaxime,2631,CID100002631,C0043241,text_mention,Wound Infection,PT,C0043241,Wound infection
4134,DB00493,Cefotaxime,2631,CID100002631,C0085697,text_mention,Pyelonephritis chronic,PT,C0085697,Pyelonephritis chronic
4135,DB00493,Cefotaxime,2631,CID100002631,C0149725,text_mention,Lower respiratory tract infection,PT,C0149725,Lower respiratory tract infection
4136,DB00493,Cefotaxime,2631,CID100002631,C0149778,text_mention,Soft Tissue Infections,PT,C0149778,Soft tissue infection
4137,DB00493,Cefotaxime,2631,CID100002631,C0235280,text_mention,Ototoxicity,PT,C0235280,Ototoxicity
4138,DB00493,Cefotaxime,2631,CID100002631,C0242172,text_mention,Pelvic Inflammatory Disease,PT,C0242172,Pelvic inflammatory disease
4139,DB00493,Cefotaxime,2631,CID100002631,C0262380,text_mention,Asymptomatic bacteriuria,PT,C0262380,Asymptomatic bacteriuria
4140,DB00493,Cefotaxime,2631,CID100002631,C0599918,text_mention,Nephrotoxicity,PT,C0595916,Nephropathy toxic
4141,DB00493,Cefotaxime,2631,CID100002631,C0851881,text_mention,Enterococcal infection,PT,C0851881,Enterococcal infection
4142,DB00493,Cefotaxime,2631,CID100002631,C1112209,NLP_indication,Intraabdominal Infections,PT,C1112209,Abdominal infection
4143,DB00493,Cefotaxime,2631,CID100002631,C1262234,text_mention,Gynecological infection,PT,C0729565,Genital infection female
4144,DB00493,Cefotaxime,2631,CID100002631,C1455718,text_mention,Neurological ventriculitis,PT,C0852630,CNS ventriculitis
