"id","struct_id","concept_id","relationship_name","concept_name","umls_cui","snomed_full_name","cui_semantic_type","snomed_conceptid","id-2","identifier","id_type","struct_id-2","parent_match"
135694,734,21000404,"indication","Sarcoidosis","C0036202","Sarcoidosis","T047",31541009,1343966,"DB14681","DRUGBANK_ID",734,True
135694,734,21000404,"indication","Sarcoidosis","C0036202","Sarcoidosis","T047",31541009,1341378,"DB01380","DRUGBANK_ID",734,NULL
135695,734,21002783,"indication","Systemic Dermatomyositis",NULL,NULL,NULL,NULL,1343966,"DB14681","DRUGBANK_ID",734,True
135695,734,21002783,"indication","Systemic Dermatomyositis",NULL,NULL,NULL,NULL,1341378,"DB01380","DRUGBANK_ID",734,NULL
135696,734,21002775,"indication","Systemic lupus erythematosus","C0024141","Systemic lupus erythematosus","T047",55464009,1343966,"DB14681","DRUGBANK_ID",734,True
135696,734,21002775,"indication","Systemic lupus erythematosus","C0024141","Systemic lupus erythematosus","T047",55464009,1341378,"DB01380","DRUGBANK_ID",734,NULL
135697,734,21011655,"indication","Recurrent herpes simplex labialis","C1274321","Recurrent herpes simplex labialis","T047",402892009,1343966,"DB14681","DRUGBANK_ID",734,True
135697,734,21011655,"indication","Recurrent herpes simplex labialis","C1274321","Recurrent herpes simplex labialis","T047",402892009,1341378,"DB01380","DRUGBANK_ID",734,NULL
135704,824,21000468,"indication","Humoral hypercalcemia of malignancy","C0149911","Humoral hypercalcemia of malignancy","T047",47709007,1341280,"DB01234","DRUGBANK_ID",824,NULL
135706,824,21005418,"indication","Scalp psoriasis","C0406326","Scalp psoriasis","T047",238608008,1341280,"DB01234","DRUGBANK_ID",824,NULL
135709,819,21002691,"indication","Pruritus of genital organs","C0033777","Pruritus of genital organs","T184",267802000,1340615,"DB00547","DRUGBANK_ID",819,NULL
135710,838,21002763,"indication","Disorder of skin","C0037274","Disorder of skin","T047",95320005,1342409,"DB09357","DRUGBANK_ID",838,NULL
135711,830,21002744,"indication","Dermatographic urticaria","C0343065","Dermatographic urticaria","T047",7632005,1340477,"DB00405","DRUGBANK_ID",830,NULL
135722,916,21001283,"indication","Allergic conjunctivitis","C0009766","Allergic conjunctivitis","T047",473460002,1341123,"DB01075","DRUGBANK_ID",916,NULL
135723,916,21001772,"indication","Vasomotor rhinitis","C0035460","Vasomotor rhinitis","T047",8229003,1341123,"DB01075","DRUGBANK_ID",916,NULL
135737,960,4342132,"indication","Hodgkin's disease","C0019829","Hodgkin's disease","T191",118599009,1341050,"DB00997","DRUGBANK_ID",960,NULL
135738,961,21000291,"indication","Lymphogranuloma venereum","C0024286","Lymphogranuloma venereum","T047",186946009,1340329,"DB00254","DRUGBANK_ID",961,NULL
135739,961,21000221,"indication","Rocky Mountain spotted fever","C0035793","Rocky Mountain spotted fever","T047",186772009,1340329,"DB00254","DRUGBANK_ID",961,NULL
135740,961,21000267,"indication","Acute gonococcal cervicitis","C0153195","Acute gonococcal cervicitis","T047",20943002,1340329,"DB00254","DRUGBANK_ID",961,NULL
135743,956,21000960,"indication","Severe major depression with psychotic features","C0270458","Severe major depression with psychotic features","T048",73867007,1341190,"DB01142","DRUGBANK_ID",956,NULL
135746,949,21001205,"indication","Open-angle glaucoma","C0017612","Open-angle glaucoma","T047",84494001,1340924,"DB00869","DRUGBANK_ID",949,NULL
135747,939,21000548,"indication","Malignant tumor of head and/or neck","C0278996","Malignant tumor of head and/or neck","T191",255056009,1341294,"DB01248","DRUGBANK_ID",939,NULL
135752,1024,21003156,"indication","Sinus headache","C0037195","Sinus headache","T184",4969004,1341372,"DB01364","DRUGBANK_ID",1024,NULL
135756,1024,21001833,"indication","Bronchitis","C0006277","Bronchitis","T047",32398004,1341372,"DB01364","DRUGBANK_ID",1024,NULL
135763,1051,21003333,"indication","Burn Wound Infections",NULL,NULL,NULL,NULL,1343722,"DB00199","DRUGBANK_ID",1051,True
135764,1046,21004751,"indication","Postpartum Endomyometritis due to Peptostreptococcus",NULL,NULL,NULL,NULL,1340377,"DB00303","DRUGBANK_ID",1046,NULL
135769,1154,21002805,"indication","Rheumatoid arthritis","C0003873","Rheumatoid arthritis","T047",69896004,1340641,"DB00573","DRUGBANK_ID",1154,NULL
135777,1261,21000169,"indication","Herpes zoster keratitis","C1275687","Herpes zoster keratitis","T047",397573005,1341541,"DB02703","DRUGBANK_ID",1261,NULL
135778,1567,21001054,"indication","Parkinsonism","C0242422","Parkinsonism","T047",32798002,1343881,"DB00988","DRUGBANK_ID",1567,True
135778,1567,21001054,"indication","Parkinsonism","C0242422","Parkinsonism","T047",32798002,1341281,"DB01235","DRUGBANK_ID",1567,NULL
135781,1239,21012554,"indication","COPD Associated with Chronic Bronchitis",NULL,NULL,NULL,NULL,1341036,"DB00983","DRUGBANK_ID",1239,NULL
135782,1261,21000101,"indication","Septicemia due to Escherichia coli","C0276088","Septicemia due to Escherichia coli","T047",9323009,1341541,"DB02703","DRUGBANK_ID",1261,NULL
135785,1261,21000054,"indication","Anthrax","C0003175","Anthrax","T047",409498004,1341541,"DB02703","DRUGBANK_ID",1261,NULL
135788,1261,21005739,"indication","Synergy for Staphylococcal Joint Infection",NULL,NULL,NULL,NULL,1341541,"DB02703","DRUGBANK_ID",1261,NULL
135789,1261,21002154,"indication","Peritonitis","C0031154","Peritonitis","T047",48661000,1341541,"DB02703","DRUGBANK_ID",1261,NULL
135798,659,21002335,"indication","Complicated UTI with Pseudomonas Aeruginosa",NULL,NULL,NULL,NULL,1340605,"DB00537","DRUGBANK_ID",659,NULL
135803,669,21002124,"indication","Bacteroides Peritonitis",NULL,NULL,NULL,NULL,1340828,"DB00766","DRUGBANK_ID",669,NULL
135804,668,21002597,"indication","Infection due to Staphylococcus aureus","C1318973","Infection due to Staphylococcus aureus","T047",406602003,1341258,"DB01211","DRUGBANK_ID",668,NULL
135813,2656,21002591,"indication","Infection of skin AND/OR subcutaneous tissue","C0178299","Infection of skin AND/OR subcutaneous tissue","T047",19824006,1341491,"DB01607","DRUGBANK_ID",2656,NULL
135815,2684,21002615,"indication","Infection due to Enterobacteriaceae","C0014347","Infection due to Enterobacteriaceae","T047",128945009,1340749,"DB00684","DRUGBANK_ID",2684,NULL
135828,348,21000404,"indication","Sarcoidosis","C0036202","Sarcoidosis","T047",31541009,1340513,"DB00443","DRUGBANK_ID",348,NULL
135831,380,21001432,"indication","Hypertensive disorder","C0020538","Hypertensive disorder","T047",38341003,1340679,"DB00612","DRUGBANK_ID",380,NULL
135832,395,21001205,"indication","Open-angle glaucoma","C0017612","Open-angle glaucoma","T047",84494001,1340554,"DB00484","DRUGBANK_ID",395,NULL
135835,384,21001833,"indication","Bronchitis","C0006277","Bronchitis","T047",32398004,1340955,"DB00901","DRUGBANK_ID",384,NULL
135868,2150,21002744,"indication","Dermatographic urticaria","C0343065","Dermatographic urticaria","T047",7632005,1342519,"DB11160","DRUGBANK_ID",2150,NULL
135871,2253,21000472,"indication","Mycosis fungoides","C0026948","Mycosis fungoides","T191",118618005,1340701,"DB00635","DRUGBANK_ID",2253,NULL
135872,2253,21002642,"indication","Contact dermatitis","C0011616","Contact dermatitis","T047",40275004,1340701,"DB00635","DRUGBANK_ID",2253,NULL
135873,734,21002670,"indication","Rosacea","C0035854","Rosacea","T047",398909004,1343966,"DB14681","DRUGBANK_ID",734,True
135873,734,21002670,"indication","Rosacea","C0035854","Rosacea","T047",398909004,1341378,"DB01380","DRUGBANK_ID",734,NULL
135881,802,21001378,"indication","Haemophilus Influenzae Acute Otitis Media",NULL,NULL,NULL,NULL,1340684,"DB00618","DRUGBANK_ID",802,NULL
135884,811,21003024,"indication","General anesthesia","C0002915","General anesthesia","T061",50697003,1341237,"DB01189","DRUGBANK_ID",811,NULL
135885,779,21002475,"indication","Endometriosis","C0014175","Endometriosis","T047",129103003,1341393,"DB01406","DRUGBANK_ID",779,NULL
135886,785,21008923,"indication","Philadelphia Chromosome Positive Chronic Myelocytic Leukemia",NULL,NULL,NULL,NULL,1341300,"DB01254","DRUGBANK_ID",785,NULL
135894,2807,21001509,"indication","Prosthetic Heart Valve Endocarditis",NULL,NULL,NULL,NULL,1340580,"DB00512","DRUGBANK_ID",2807,NULL
135900,2816,21004295,"indication","Pathologic Myopia",NULL,NULL,NULL,NULL,1340530,"DB00460","DRUGBANK_ID",2816,NULL
135917,3096,21002208,"indication","Calculus in biliary tract","C0008350","Calculus in biliary tract","T047",266474003,1341539,"DB02659","DRUGBANK_ID",3096,NULL
135920,431,21001204,"indication","Ocular hypertension","C0028840","Ocular hypertension","T047",4210003,1341257,"DB01210","DRUGBANK_ID",431,NULL
135930,454,21003017,"indication","Sedation as Adjunct to Anesthesia",NULL,NULL,NULL,NULL,1340678,"DB00611","DRUGBANK_ID",454,NULL
135939,537,21000083,"indication","Streptococcal tonsillitis","C0275804","Streptococcal tonsillitis","T047",41582007,1340736,"DB00671","DRUGBANK_ID",537,NULL
135940,542,21002320,"indication","Urinary tract infectious disease","C0042029","Urinary tract infectious disease","T047",68566005,1341352,"DB01328","DRUGBANK_ID",542,NULL
135941,525,21001757,"indication","Upper respiratory infection","C0041912","Upper respiratory infection","T047",54150009,1340892,"DB00833","DRUGBANK_ID",525,NULL
135942,525,21001840,"indication","Haemophilus Influenzae Bronchitis",NULL,NULL,NULL,NULL,1340892,"DB00833","DRUGBANK_ID",525,NULL
135944,527,21002320,"indication","Urinary tract infectious disease","C0042029","Urinary tract infectious disease","T047",68566005,1341350,"DB01326","DRUGBANK_ID",527,NULL
135945,533,21001839,"indication","Streptococcus Pneumoniae Bronchitis",NULL,NULL,NULL,NULL,1340603,"DB00535","DRUGBANK_ID",533,NULL
135947,2245,21001355,"indication","Disorder of eye","C0015397","Disorder of eye","T047",371405004,1340915,"DB00860","DRUGBANK_ID",2245,NULL
135951,2236,21013498,"indication","Type 1 Diabetes Mellitus Treatment Adjunct",NULL,NULL,NULL,NULL,1341323,"DB01278","DRUGBANK_ID",2236,NULL
135955,2243,21002691,"indication","Pruritus of genital organs","C0033777","Pruritus of genital organs","T184",267802000,1343876,"DB00860","DRUGBANK_ID",2243,True
135955,2243,21002691,"indication","Pruritus of genital organs","C0033777","Pruritus of genital organs","T184",267802000,1341178,"DB01130","DRUGBANK_ID",2243,NULL
135966,2326,21004249,"indication","Nasal discharge","C1260880","Nasal discharge","T184",64531003,1340909,"DB00852","DRUGBANK_ID",2326,NULL
135977,2415,21003153,"indication","Headache disorder","C0393735","Headache disorder","T047",230461009,1341988,"DB08797","DRUGBANK_ID",2415,NULL
135996,913,21002535,"indication","Pregnancy with abortive outcome","C0156543","Pregnancy with abortive outcome","T033",363681007,1340971,"DB00917","DRUGBANK_ID",913,NULL
136003,961,21000297,"indication","Chlamydia trachomatis infection of genital structure","C1997322","Chlamydia trachomatis infection of genital structure","T047",428015005,1340329,"DB00254","DRUGBANK_ID",961,NULL
136004,961,21004346,"indication","Cutaneous anthrax","C0003177","Cutaneous anthrax","T047",84980006,1340329,"DB00254","DRUGBANK_ID",961,NULL
136007,941,21002114,"indication","Constipation","C0009806","Constipation","T184",14760008,1342487,"DB11089","DRUGBANK_ID",941,NULL
136010,2974,21003108,"indication","Muscle relaxation, function","C0026836","Muscle relaxation, function","T042",11977004,1341183,"DB01135","DRUGBANK_ID",2974,NULL
136012,2840,21000611,"indication","Hypoparathyroidism","C0020626","Hypoparathyroidism","T047",36976004,1340246,"DB00169","DRUGBANK_ID",2840,NULL
136014,2862,21001858,"indication","Allergic asthma","C0155877","Allergic asthma","T047",389145006,1340807,"DB00744","DRUGBANK_ID",2862,NULL
136023,3909,21001807,"indication","Aspiration pneumonia","C0032290","Aspiration pneumonia","T047",422588002,1343779,"DB01190","DRUGBANK_ID",3909,True
136028,559,21001798,"indication","Pneumonia due to Pseudomonas","C0155860","Pneumonia due to Pseudomonas","T047",41381004,1340508,"DB00438","DRUGBANK_ID",559,NULL
136030,556,21001379,"indication","Acute otitis media","C0271429","Acute otitis media","T047",3110003,1341198,"DB01150","DRUGBANK_ID",556,NULL
136032,547,21002122,"indication","E. Coli Peritonitis",NULL,NULL,NULL,NULL,1341354,"DB01330","DRUGBANK_ID",547,NULL
136033,550,21002145,"indication","Abdominal abscess","C0243001","Abdominal abscess","T047",75100008,1341355,"DB01331","DRUGBANK_ID",550,NULL
136034,550,21002572,"indication","Postoperative infection","C0392618","Postoperative infection","T046",33910007,1341355,"DB01331","DRUGBANK_ID",550,NULL
136035,550,21002518,"indication","Transurethral Prostatectomy Infection Prevention",NULL,NULL,NULL,NULL,1341355,"DB01331","DRUGBANK_ID",550,NULL
136038,593,21001738,"indication","Common cold","C0009443","Common cold","T047",82272006,1342085,"DB08936","DRUGBANK_ID",593,NULL
136042,607,21000236,"indication","Malaria Prevention",NULL,NULL,NULL,NULL,1340675,"DB00608","DRUGBANK_ID",607,NULL
136047,2350,21002025,"indication","Duodenal Ulcer due to H. Pylori",NULL,NULL,NULL,NULL,1341177,"DB01129","DRUGBANK_ID",2350,NULL
136048,2350,21000554,"indication","Multiple endocrine adenomas","C0027662","Multiple endocrine adenomas","T191",60549007,1341177,"DB01129","DRUGBANK_ID",2350,NULL
136049,2332,21000227,"indication","Chloroquine Resistant Plasmodium Falciparum Malaria",NULL,NULL,NULL,NULL,1340282,"DB00205","DRUGBANK_ID",2332,NULL
136059,2416,21002811,"indication","Osteoarthritis","C0029408","Osteoarthritis","T047",396275006,1343948,"DB14006","DRUGBANK_ID",2416,NULL
136059,2416,21002811,"indication","Osteoarthritis","C0029408","Osteoarthritis","T047",396275006,1343940,"DB13860","DRUGBANK_ID",2416,NULL
136059,2416,21002811,"indication","Osteoarthritis","C0029408","Osteoarthritis","T047",396275006,1340990,"DB00936","DRUGBANK_ID",2416,NULL
136063,2419,21001878,"indication","Bronchospasm Prevention with COPD",NULL,NULL,NULL,NULL,1340992,"DB00938","DRUGBANK_ID",2419,NULL
136064,2529,21000296,"indication","Chlamydia Cervicitis",NULL,NULL,NULL,NULL,1340338,"DB00263","DRUGBANK_ID",2529,NULL
136066,2514,21000410,"indication","Pneumocystis Carinii Pneumonia Prevention",NULL,NULL,NULL,NULL,1341068,"DB01015","DRUGBANK_ID",2514,NULL
136076,920,21003377,"indication","Anaphylaxis Adjunct",NULL,NULL,NULL,NULL,1341194,"DB01146","DRUGBANK_ID",920,NULL
136084,1019,21000192,"indication","Chronic type B viral hepatitis","C0524909","Chronic type B viral hepatitis","T047",61977001,1340512,"DB00442","DRUGBANK_ID",1019,NULL
136089,1051,21002159,"indication","Infectious disease of abdomen","C1112209","Infectious disease of abdomen","T047",128070006,1343722,"DB00199","DRUGBANK_ID",1051,True
136090,1046,21001801,"indication","Haemophilus influenzae pneumonia","C0276026","Haemophilus influenzae pneumonia","T047",70036007,1340377,"DB00303","DRUGBANK_ID",1046,NULL
136091,1046,21002605,"indication","Peptostreptococcus infection","C1096562","Peptostreptococcus infection","T047",135341000119101,1340377,"DB00303","DRUGBANK_ID",1046,NULL
136111,4213,21002805,"indication","Rheumatoid arthritis","C0003873","Rheumatoid arthritis","T047",69896004,1343861,"DB00741","DRUGBANK_ID",4213,True
136111,4213,21002805,"indication","Rheumatoid arthritis","C0003873","Rheumatoid arthritis","T047",69896004,1343628,"DB14539","DRUGBANK_ID",4213,NULL
136118,659,21000101,"indication","Septicemia due to Escherichia coli","C0276088","Septicemia due to Escherichia coli","T047",9323009,1340605,"DB00537","DRUGBANK_ID",659,NULL
136119,645,21002026,"indication","Maintenance of Healing Duodenal Ulcer",NULL,NULL,NULL,NULL,1340571,"DB00501","DRUGBANK_ID",645,NULL
136120,632,21001750,"indication","Pharyngitis","C0031350","Pharyngitis","T047",405737000,1341053,"DB01000","DRUGBANK_ID",632,NULL
136121,640,21002154,"indication","Peritonitis","C0031154","Peritonitis","T047",48661000,1341481,"DB01597","DRUGBANK_ID",640,NULL
136122,678,21001796,"indication","Pneumococcal pneumonia","C0155862","Pneumococcal pneumonia","T047",233607000,1341238,"DB01190","DRUGBANK_ID",678,NULL
136123,669,21002301,"indication","Klebsiella cystitis","C0520775","Klebsiella cystitis","T047",60867007,1340828,"DB00766","DRUGBANK_ID",669,NULL
136124,669,21000110,"indication","Bacterial septicemia","C0684256","Bacterial septicemia","T047",10001005,1340828,"DB00766","DRUGBANK_ID",669,NULL
136125,668,21001834,"indication","Acute bacterial bronchitis","C0339933","Acute bacterial bronchitis","T047",233598009,1341258,"DB01211","DRUGBANK_ID",668,NULL
136132,692,21000071,"indication","Dapsone resistant leprosy","C1563054","Dapsone resistant leprosy","T047",416597004,1340902,"DB00845","DRUGBANK_ID",692,NULL
136133,725,21001775,"indication","Nasal congestion","C0027424","Nasal congestion","T184",68235000,1340392,"DB00318","DRUGBANK_ID",725,NULL
136135,720,21002891,"indication","Continuation Therapy for Chronic Osteomyelitis",NULL,NULL,NULL,NULL,1341195,"DB01147","DRUGBANK_ID",720,NULL
136136,719,21000322,"indication","Candidal vulvovaginitis","C0700345","Candidal vulvovaginitis","T047",72605008,1340332,"DB00257","DRUGBANK_ID",719,NULL
136138,734,21003118,"indication","Eruption of skin","C0015230","Eruption of skin","T047",271807003,1343966,"DB14681","DRUGBANK_ID",734,True
136138,734,21003118,"indication","Eruption of skin","C0015230","Eruption of skin","T047",271807003,1341378,"DB01380","DRUGBANK_ID",734,NULL
136142,2468,21000289,"indication","Disseminated Gonococcal Infection",NULL,NULL,NULL,NULL,1340973,"DB00919","DRUGBANK_ID",2468,NULL
136149,2620,21001860,"indication","Asthma","C0004096","Asthma","T047",195967001,1343888,"DB01223","DRUGBANK_ID",2620,NULL
136149,2620,21001860,"indication","Asthma","C0004096","Asthma","T047",195967001,1340351,"DB00277","DRUGBANK_ID",2620,NULL
136156,2725,21002663,"indication","Erythema multiforme","C0014742","Erythema multiforme","T047",36715001,1340686,"DB00620","DRUGBANK_ID",2725,NULL
136162,1098,21002895,"indication","Osteitis deformans","C0029401","Osteitis deformans","T047",2089002,1341125,"DB01077","DRUGBANK_ID",1098,NULL
136165,1110,21003454,"indication","Contraception","C0700589","Contraception","T061",13197004,1340368,"DB00294","DRUGBANK_ID",1110,NULL
136169,1128,21000176,"indication","Suppression of Recurrent Herpes Simplex Infection",NULL,NULL,NULL,NULL,1343825,"DB00299","DRUGBANK_ID",1128,True
136169,1128,21000176,"indication","Suppression of Recurrent Herpes Simplex Infection",NULL,NULL,NULL,NULL,1340496,"DB00426","DRUGBANK_ID",1128,NULL
136185,4201,21000756,"indication","Hypokalemia","C0020621","Hypokalemia","T033",43339004,1341212,"DB01164","DRUGBANK_ID",4201,NULL
136195,4253,21001935,"indication","Incomplete passage of stool","C0426639","Incomplete passage of stool","T184",249515001,1342362,"DB09287","DRUGBANK_ID",4253,NULL
136197,4247,21001390,"indication","Mastoidectomy Cavity Infections",NULL,NULL,NULL,NULL,1341047,"DB00994","DRUGBANK_ID",4247,NULL
136200,4247,21002320,"indication","Urinary tract infectious disease","C0042029","Urinary tract infectious disease","T047",68566005,1341047,"DB00994","DRUGBANK_ID",4247,NULL
136207,4452,21002627,"indication","Seborrheic dermatitis","C0036508","Seborrheic dermatitis","T047",50563003,1343918,"DB11750","DRUGBANK_ID",4452,True
136207,4452,21002627,"indication","Seborrheic dermatitis","C0036508","Seborrheic dermatitis","T047",50563003,1341066,"DB01013","DRUGBANK_ID",4452,NULL
136211,734,21001283,"indication","Allergic conjunctivitis","C0009766","Allergic conjunctivitis","T047",473460002,1343966,"DB14681","DRUGBANK_ID",734,True
136211,734,21001283,"indication","Allergic conjunctivitis","C0009766","Allergic conjunctivitis","T047",473460002,1341378,"DB01380","DRUGBANK_ID",734,NULL
136216,749,21005429,"indication","Seasonal allergic rhinitis","C0018621","Seasonal allergic rhinitis","T047",367498001,1341224,"DB01176","DRUGBANK_ID",749,NULL
136217,802,21000260,"indication","Gonorrhea","C0018081","Gonorrhea","T047",15628003,1340684,"DB00618","DRUGBANK_ID",802,NULL
136221,824,21001860,"indication","Asthma","C0004096","Asthma","T047",195967001,1341280,"DB01234","DRUGBANK_ID",824,NULL
136223,2715,21000952,"indication","Major depressive disorder","C1269683","Major depressive disorder","T048",370143000,1340815,"DB00752","DRUGBANK_ID",2715,NULL
136226,2656,21002407,"indication","Salpingitis","C0036130","Salpingitis","T047",88157006,1341491,"DB01607","DRUGBANK_ID",2656,NULL
136227,2656,21002620,"indication","Skin and Skin Structure Providencia Infection",NULL,NULL,NULL,NULL,1341491,"DB01607","DRUGBANK_ID",2656,NULL
136231,2656,21002791,"indication","Staphylococcus Aureus Joint Infection",NULL,NULL,NULL,NULL,1341491,"DB01607","DRUGBANK_ID",2656,NULL
136234,2677,21001847,"indication","Chronic bronchitis","C0008677","Chronic bronchitis","T047",63480004,1341396,"DB01409","DRUGBANK_ID",2677,NULL
136235,2727,21000874,"indication","Acquired thrombocytopenia","C0154301","Acquired thrombocytopenia","T047",74576004,1343744,"DB00620","DRUGBANK_ID",2727,True
136236,2728,21001432,"indication","Hypertensive disorder","C0020538","Hypertensive disorder","T047",38341003,1340457,"DB00384","DRUGBANK_ID",2728,NULL
136242,2743,21004293,"indication","Herpes simplex keratoconjunctivitis","C0276228","Herpes simplex keratoconjunctivitis","T047",72321008,1340502,"DB00432","DRUGBANK_ID",2743,NULL
136244,2726,21000478,"indication","Non-Hodgkin's lymphoma","C0024305","Non-Hodgkin's lymphoma","T191",118601006,1343743,"DB00620","DRUGBANK_ID",2726,True
136245,2726,21002098,"indication","Inflammatory bowel disease","C0021390","Inflammatory bowel disease","T047",24526004,1343743,"DB00620","DRUGBANK_ID",2726,True
136247,2726,21001666,"indication","Giant cell arteritis","C0039483","Giant cell arteritis","T047",414341000,1343743,"DB00620","DRUGBANK_ID",2726,True
136256,1261,21002880,"indication","Osteomyelitis due to Staphylococcus aureus","C1997728","Osteomyelitis due to Staphylococcus aureus","T047",428783003,1341541,"DB02703","DRUGBANK_ID",1261,NULL
136269,1184,21000512,"indication","Malignant neoplasm of liver","C0345904","Malignant neoplasm of liver","T191",93870000,1340396,"DB00322","DRUGBANK_ID",1184,NULL
136271,1204,21001374,"indication","Otitis Externa Eczema",NULL,NULL,NULL,NULL,1343921,"DB12553","DRUGBANK_ID",1204,True
136271,1204,21001374,"indication","Otitis Externa Eczema",NULL,NULL,NULL,NULL,1340659,"DB00591","DRUGBANK_ID",1204,NULL
136282,1286,21001820,"indication","Pneumonia due to Mycoplasma pneumoniae","C0032302","Pneumonia due to Mycoplasma pneumoniae","T047",46970008,1341203,"DB01155","DRUGBANK_ID",1286,NULL
136283,1280,21002326,"indication","Bacterial urinary infection","C0729524","Bacterial urinary infection","T047",312124009,1341095,"DB01044","DRUGBANK_ID",1280,NULL
136290,4456,21001882,"indication","Aspiration pneumonitis","C1761609","Aspiration pneumonitis","T047",155597006,1343860,"DB00741","DRUGBANK_ID",4456,True
136290,4456,21001882,"indication","Aspiration pneumonitis","C1761609","Aspiration pneumonitis","T047",155597006,1343634,"DB14545","DRUGBANK_ID",4456,NULL
136292,4441,21003446,"indication","Pregnancy, function","C0032961","Pregnancy, function","T040",289908002,1342566,"DB11348","DRUGBANK_ID",4441,NULL
136294,4459,21000258,"indication","Late syphilis","C0153188","Late syphilis","T047",72083004,1343885,"DB01053","DRUGBANK_ID",4459,True
136294,4459,21000258,"indication","Late syphilis","C0153188","Late syphilis","T047",72083004,1342383,"DB09320","DRUGBANK_ID",4459,NULL
136295,4459,21001750,"indication","Pharyngitis","C0031350","Pharyngitis","T047",405737000,1343885,"DB01053","DRUGBANK_ID",4459,True
136295,4459,21001750,"indication","Pharyngitis","C0031350","Pharyngitis","T047",405737000,1342383,"DB09320","DRUGBANK_ID",4459,NULL
136297,4485,21002677,"indication","Granuloma annulare","C0085074","Granuloma annulare","T047",65508009,1343726,"DB00223","DRUGBANK_ID",4485,True
136309,842,21001982,"indication","Mouth Irritation",NULL,NULL,NULL,NULL,1340582,"DB00514","DRUGBANK_ID",842,NULL
136311,865,21002806,"indication","Rheumatoid Arthritis in Patient at High Ulcer Risk",NULL,NULL,NULL,NULL,1340654,"DB00586","DRUGBANK_ID",865,NULL
136313,913,21002771,"indication","Cervical ripening procedure","C0404328","Cervical ripening procedure","T061",236959001,1340971,"DB00917","DRUGBANK_ID",913,NULL
136317,870,21013942,"indication","Dyspareunia","C1384606","Dyspareunia","T033",71315007,1340945,"DB00890","DRUGBANK_ID",870,NULL
136318,867,21001622,"indication","Prevention of Cerebral Thrombosis",NULL,NULL,NULL,NULL,1340341,"DB00266","DRUGBANK_ID",867,NULL
136327,2807,21001483,"indication","Bacterial endocarditis","C0014121","Bacterial endocarditis","T047",301183007,1340580,"DB00512","DRUGBANK_ID",2807,NULL
136331,2825,21000435,"indication","Rhabdomyosarcoma","C0035412","Rhabdomyosarcoma","T191",302847003,1340609,"DB00541","DRUGBANK_ID",2825,NULL
136332,2825,21000449,"indication","Nephroblastoma","C0027708","Nephroblastoma","T191",302849000,1340609,"DB00541","DRUGBANK_ID",2825,NULL
136335,2777,21002550,"indication","Peptostreptococcus Postpartum Infection",NULL,NULL,NULL,NULL,1340750,"DB00685","DRUGBANK_ID",2777,NULL
136337,2805,21000544,"indication","Malignant tumor of urinary bladder","C0005684","Malignant tumor of urinary bladder","T191",399326009,1340458,"DB00385","DRUGBANK_ID",2805,NULL
136345,1358,21013769,"indication","Prevention of Recurrent Venous Thrombosis Associated with Malignancy",NULL,NULL,NULL,NULL,1341157,"DB01109","DRUGBANK_ID",1358,NULL
136349,1380,21003205,"indication","Cough","C0010200","Cough","T184",49727002,1340789,"DB00725","DRUGBANK_ID",1380,NULL
136352,1386,21004249,"indication","Nasal discharge","C1260880","Nasal discharge","T184",64531003,1341010,"DB00956","DRUGBANK_ID",1386,NULL
136357,1400,21001283,"indication","Allergic conjunctivitis","C0009766","Allergic conjunctivitis","T047",473460002,1340625,"DB00557","DRUGBANK_ID",1400,NULL
136358,1388,21001430,"indication","Rheumatic heart disease","C0035439","Rheumatic heart disease","T047",23685000,1340804,"DB00741","DRUGBANK_ID",1388,NULL
136359,1388,21001791,"indication","Edema of larynx","C0023052","Edema of larynx","T046",51599000,1340804,"DB00741","DRUGBANK_ID",1388,NULL
136360,1388,21002247,"indication","Nephrotic syndrome","C0027726","Nephrotic syndrome","T047",52254009,1340804,"DB00741","DRUGBANK_ID",1388,NULL
136362,1388,21011655,"indication","Recurrent herpes simplex labialis","C1274321","Recurrent herpes simplex labialis","T047",402892009,1340804,"DB00741","DRUGBANK_ID",1388,NULL
136364,1440,21002846,"indication","Bursitis","C0006444","Bursitis","T047",84017003,1340402,"DB00328","DRUGBANK_ID",1440,NULL
136379,4627,21001932,"indication","Diagnostic Test for Pancreas Function",NULL,NULL,NULL,NULL,1342269,"DB09142","DRUGBANK_ID",4627,NULL
136381,4519,21000756,"indication","Hypokalemia","C0020621","Hypokalemia","T033",43339004,1342255,"DB09125","DRUGBANK_ID",4519,NULL
136384,66,21003024,"indication","General anesthesia","C0002915","General anesthesia","T061",50697003,1341758,"DB06151","DRUGBANK_ID",66,NULL
136385,157,21002132,"indication","Infection due to Pseudomonas aeruginosa","C0276075","Infection due to Pseudomonas aeruginosa","T047",11218009,1340549,"DB00479","DRUGBANK_ID",157,NULL
136394,934,21002694,"indication","Itching of skin","C0033774","Itching of skin","T184",418363000,1340884,"DB00825","DRUGBANK_ID",934,NULL
136402,1024,21003153,"indication","Headache disorder","C0393735","Headache disorder","T047",230461009,1341372,"DB01364","DRUGBANK_ID",1024,NULL
136419,3135,21002084,"indication","Crohn's disease","C0010346","Crohn's disease","T047",34000006,1341305,"DB01260","DRUGBANK_ID",3135,NULL
136420,3135,21001368,"indication","Otitis externa","C0029878","Otitis externa","T047",3135009,1341305,"DB01260","DRUGBANK_ID",3135,NULL
