Annotation,Context,DO_ID,Disease,Drug,DrugName,From,Label_ID,Prob,To,Type
HYPERTENSION,"Bisoprolol fumarate tablets, USP are indicated in the management of hypertension. It may be used alone or in combination with other antihypertensive agents.",DOID:10763,C0020545,DB00612,BISOPROLOL,69,15d8ea4a-9105-46af-9b44-7ea7726c3691.xml,0.21,80,PREF
BREAST CANCER,"
                     |Monotherapy|
                     |FASLODEX is indicated for the treatment of:|
                     |
                        |•|hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced breast cancer in postmenopausal women not previously treated with endocrine therapy, or|
                        |•|HR-positive advanced breast cancer in postmenopausal women with disease progression following endocrine therapy.|
                     |
                        |
                           |Combination Therapy|
                     |FASLODEX is indicated for the treatment of HR-positive, HER2-negative advanced or metastatic breast cancer in combination with palbociclib or abemaciclib in women with disease progression after endocrine therapy.|FASLODEX is an estrogen receptor antagonist indicated for the:|
                           |
                              |•|(1)|
                              |•|(1)|
                              |•|(1)",DOID:1612,C1134719,DB00947,FULVESTRANT,252,5b459b23-0202-427a-b6c9-bd19f03a2891.xml,0.21,264,PREF
HYPERTENSION,"Aliskiren is a renin inhibitor (RI) indicated for:
|
                           |The treatment of hypertension in adults and children 6 years of age and older, to lower blood pressure (|1.1|Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions.
|Aliskiren is indicated for the treatment of hypertension in adults and children 6 years of age and older, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes. There are no controlled trials demonstrating risk reduction with Aliskiren.
|Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than 1 drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program's Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).
|Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality have also been seen regularly.
|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (e.g., patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.
|Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.
",DOID:10763,C0013537,DB09026,ALISKIREN,99,2e7a3fb0-08fd-43dc-8c52-ce9223018e7f.xml,0.21,110,PREF
HYPERTENSION,"Latanoprost Sterile Ophthalmic Solution is indicated for the reduction of elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.|Latanoprost is a prostaglandin F
         
 
    |2|1",DOID:10763,C0020545,DB00654,LATANOPROST,152,84a1d435-c06c-4e19-e053-2991aa0a3dca.xml,0.21,163,PREF
BIPOLAR DISORDER,"Lamotrigine is indicated for: |
                           |Epilepsy|adjunctive therapy in patients aged 2 years and older:|
                           |Partial-onset seizures. |primary generalized tonic-clonic seizures.|generalized seizures of Lennox-Gastaut syndrome.      (|1.1|
                           |Epilepsy—monotherapy in patients aged 16 years and older:|Conversion to monotherapy in patients with partial-onset seizures who are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valproate as the single AED. (|1.1|
                           |Bipolar disorder:|Maintenance treatment of bipolar I disorder to delay the time to occurrence of mood episodes in patients treated for acute mood episodes with standard therapy. (|1.2|
                           |Limitations of Use:|Treatment of acute manic or mixed episodes is not recommended. Effectiveness of lamotrigine in the acute treatment of mood episodes has not been established.|
                           |
                              |Adjunctive Therapy|Lamotrigine is indicated as adjunctive therapy for the following seizure types in patients aged 2 years and older: |
                           |partial-onset seizures.|primary generalized tonic-clonic seizures (PGTC) seizures.      |generalized seizures of Lennox-Gastaut syndrome.|
                           |
                              |Monotherapy|Lamotrigine is indicated for conversion to monotherapy in adults (aged 16 years and older) with partial-onset seizures who are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valproate as the single antiepileptic drug (AED). |Safety and effectiveness of lamotrigine have not been established (1) as initial monotherapy; (2) for conversion to monotherapy from AEDs other than carbamazepine, phenytoin, phenobarbital, primidone, or valproate; or (3) for simultaneous conversion to monotherapy from 2 or more concomitant AEDs. |Lamotrigine is indicated for the maintenance treatment of bipolar I disorder to delay the time to occurrence of mood episodes (depression, mania, hypomania, mixed episodes) in patients treated for acute mood episodes with standard therapy [see |CLINICAL STUDIES|(|14.1|
                           |Limitations of Use |Treatment of acute manic or mixed episodes is not recommended. Effectiveness of lamotrigine in the acute treatment of mood episodes has not been established.",DOID:3312,C0005587,DB00555,LAMOTRIGINE,587,05296bf5-17d9-4ecc-8ab5-c1176c991ae9.xml,0.21,602,PREF
HYPERTENSION,"Doxazosin tablets are an alpha|1|
                           |Signs and symptoms of Benign Prostatic Hyperplasia (BPH)|Treatment of Hypertension|Doxazosin tablets are indicated for the treatment of the signs and symptoms of BPH.|Doxazosin tablets are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including this drug.|Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).|Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.|Doxazosin tablets may be used alone or in combination with other antihypertensives.",DOID:10763,C0031190,DB00590,DOXAZOSIN,133,0a92adb4-f4c6-45d4-aaa6-66032a01cf17.xml,0.21,144,PREF
ASTHMA,Terbutaline sulfate injection is indicated for the prevention and reversal of bronchospasm in patients 12 years of age and older with asthma and reversible bronchospasm associated with bronchitis and emphysema.,DOID:2841,C0038218,DB00871,TERBUTALINE,135,81bce60c-9786-74f5-e053-2a91aa0ade0d.xml,0.21,140,PREF
HYPERTENSION," Amlodipine besylate, USP is a calcium channel blocker and may be used alone or in combination with other antihypertensive and antianginal agents for the treatment of:|
                           |
                              |•|1.1|
                              |•|1.2|
                              |•|
                              |•|
                              |•|
                              |•|Amlodipine besylate tablets, USP are indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.|
                           |Chronic Stable Angina|Amlodipine besylate tablets, USP are indicated for the symptomatic treatment of chronic stable angina. Amlodipine besylate tablets, USP may be used alone or in combination with other antianginal agents.|
                           |Vasospastic Angina (Prinzmetal’s or Variant Angina)|Amlodipine besylate tablets, USP are indicated for the treatment of confirmed or suspected vasospastic angina. Amlodipine besylate tablets, USP may be used as monotherapy or in combination with other antianginal agents.|
                           |Angiographically Documented CAD|In patients with recently documented CAD by angiography and without heart failure or an ejection fraction <40%, amlodipine besylate tablets, USP are indicated to reduce the risk of hospitalization due to angina and to reduce the risk of a coronary revascularization procedure.",DOID:10763,C0020542,DB00381,AMLODIPINE,478,2ce95abc-90ec-4e96-b0d1-1aac161da115.xml,0.21,489,PREF
HYPERTENSION,"Labetalol Hydrochloride Tablets are indicated in the management of hypertension.  Labetalol Hydrochloride Tablets may be used alone or in combination with other antihypertensive agents, especially thiazide and loop diuretics.",DOID:10763,C0020542,DB00598,LABETALOL,68,23deb461-9521-4a76-a36e-dd518bea2fb1.xml,0.2,79,PREF
HYPERTENSION,"BYSTOLIC is a beta-adrenergic blocking agent indicated for the treatment of hypertension, to lower blood pressure.  Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. (|1.1|BYSTOLIC is indicated for the treatment of hypertension, to lower blood pressure |[see Clinical Studies (|14.1|[see Drug Interactions (|7|
Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including the class to which this drug principally belongs. There are no controlled trials demonstrating risk reduction with BYSTOLIC. 
|
Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program's Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC). 
|
Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.
|
Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so  the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. 
|
Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.
",DOID:10763,C0013537,DB04861,NEBIVOLOL,77,0bf927c4-913a-4375-8d29-cfefa27869a6.xml,0.2,88,PREF
HYPERTENSION,Timolol Maleate Ophthalmic Solution is indicated in the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma.,DOID:10763,C0020542,DB00373,TIMOLOL ANHYDROUS,124,7506af7c-3efd-4d0f-8a33-3dd8dc486935.xml,0.2,135,PREF
HYPERTENSION,"Atenolol tablets USP are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including atenolol.|Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than 1 drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program's Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).|Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.|Atenolol tablets USP may be administered with other antihypertensive agents.|
                     |Angina Pectoris Due to Coronary Atherosclerosis:|
                     |Acute Myocardial Infarction:|DOSAGE AND ADMNISTRATION|CONTRAINDICATIONS|WARNINGS",DOID:10763,C0031190,DB00335,ATENOLOL,57,0a54656e-60dd-4ffc-b01a-423af19cd618.xml,0.2,68,PREF
HYPERTENSION,"Carvedilol is an alpha/beta-adrenergic blocking agent indicated for the treatment of:|
                           |Left ventricular dysfunction following myocardial infarction in clinically stable patients (|1.2|Hypertension (|1.3|Carvedilol tablets are indicated to reduce cardiovascular mortality in clinically stable patients who have survived the acute phase of a myocardial infarction and have a left ventricular ejection fraction of ≤ 40% (with or without symptomatic heart failure) [see |
                              |Clinical Studies (14.2)|Carvedilol tablets are indicated for the management of essential hypertension [see |
                              |Clinical Studies (14.3, 14.4)|
                              |Drug Interactions (7.2)",DOID:10763,C0020540,DB01136,Carvedilol,213,31305b0b-ee75-85e9-081c-73d15c0a7b83.xml,0.2,224,PREF
HYPERTENSION,"Prazosin hydrochloride capsules are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including this drug.|Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC). |Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.|Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.|Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.|Prazosin hydrochloride capsules can be used alone or in combination with other antihypertensive drugs such as diuretics or beta-adrenergic blocking agents.",DOID:10763,C0024588,DB00457,PRAZOSIN,68,282a98ea-c00f-4a59-b66b-981ba00b8b56.xml,0.19,79,PREF
HYPERTENSION," Amlodipine besylate, USP is a calcium channel blocker and may be used alone or in combination with other antihypertensive and antianginal agents for the treatment of:|
                           |
                              |•|1.1|
                              |•|1.2|
                              |•|
                              |•|
                              |•|
                              |•|Amlodipine besylate tablets, USP are indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.|
                           |Chronic Stable Angina|Amlodipine besylate tablets, USP are indicated for the symptomatic treatment of chronic stable angina. Amlodipine besylate tablets, USP may be used alone or in combination with other antianginal agents.|
                           |Vasospastic Angina (Prinzmetal’s or Variant Angina)|Amlodipine besylate tablets, USP are indicated for the treatment of confirmed or suspected vasospastic angina. Amlodipine besylate tablets, USP may be used as monotherapy or in combination with other antianginal agents.|
                           |Angiographically Documented CAD|In patients with recently documented CAD by angiography and without heart failure or an ejection fraction <40%, amlodipine besylate tablets, USP are indicated to reduce the risk of hospitalization due to angina and to reduce the risk of a coronary revascularization procedure.",DOID:10763,C0031190,DB00381,AMLODIPINE,478,2ce95abc-90ec-4e96-b0d1-1aac161da115.xml,0.19,489,PREF
HYPERTENSION,"Guanfacine tablets are indicated in the management of hypertension. Guanfacine tablets may be given alone or in combination with other antihypertensive agents, especially thiazide-type diuretics.",DOID:10763,C0031190,DB01018,GUANFACINE,55,835dd664-2134-4ca3-e053-2991aa0a11bd.xml,0.19,66,PREF
CORONARY HEART DISEASE,"Gemfibrozil tablets, USP are indicated as adjunctive therapy to diet for:|1. Treatment of adult patients with very high elevations of serum triglyceride levels (Types IV and V hyperlipidemia) who present a risk of pancreatitis and who do not respond adequately to a determined dietary effort to control them. Patients who present such risk typically have serum triglycerides over 2000 mg/dL and have elevations of VLDL-cholesterol as well as fasting chylomicrons (Type V hyperlipidemia). Subjects who consistently have total serum or plasma triglycerides below 1000 mg/dL are unlikely to present a risk of pancreatitis. Gemfibrozil therapy may be considered for those subjects with triglyceride elevations between 1000 and 2000 mg/dL who have a history of pancreatitis or of recurrent abdominal pain typical of pancreatitis. It is recognized that some Type IV patients with triglycerides under 1000 mg/dL may, through dietary or alcoholic indiscretion, convert to a Type V pattern with massive triglyceride elevations accompanying fasting chylomicronemia, but the influence of gemfibrozil therapy on the risk of pancreatitis in such situations has not been adequately studied. Drug therapy is not indicated for patients with Type I hyperlipoproteinemia, who have elevations of chylomicrons and plasma triglycerides, but who have normal levels of very low density lipoprotein (VLDL). Inspection of plasma refrigerated for 14 hours is helpful in distinguishing Types I, IV, and V hyperlipoproteinemia.|2. Reducing the risk of developing coronary heart disease |only|and|WARNINGS|PRECAUTIONS|CLINICAL PHARMACOLOGY|In a subgroup analysis of patients in the Helsinki Heart Study with above-median HDL-cholesterol values at baseline (greater than 46.4 mg/dL), the incidence of serious coronary events was similar for gemfibrozil and placebo subgroups (see Table I).|The initial treatment for dyslipidemia is dietary therapy specific for the type of lipoprotein abnormality. Excess body weight and excess alcohol intake may be important factors in hypertriglyceridemia and should be managed prior to any drug therapy. Physical exercise can be an important ancillary measure, and has been associated with rises in HDL-cholesterol. Diseases contributory to hyperlipidemia such as hypothyroidism or diabetes mellitus should be looked for and adequately treated. Estrogen therapy is sometimes associated with massive rises in plasma triglycerides, especially in subjects with familial hypertriglyceridemia. In such cases, discontinuation of estrogen therapy may obviate the need for specific drug therapy of hypertriglyceridemia. The use of drugs should be considered only when reasonable attempts have been made to obtain satisfactory results with nondrug methods. If the decision is made to use drugs, the patient should be instructed that this does not reduce the importance of adhering to diet.",DOID:3393,C0002965,DB01241,GEMFIBROZIL,1536,2e4778c2-dd55-4eae-872f-449cc71980b6.xml,0.19,1557,SYN
HYPERTENSION,"['Irbesartan is an angiotensin II receptor blocker (ARB) indicated for:', None, '1.1', None, '1.2', None, 'Irbesartan tablets\xa0 are indicated for the treatment of hypertension, to lower blood pressure. Lowering blood pressure lowers the risk of fatal and non-fatal cardiovascular (CV) events, primarily strokes and myocardial infarction. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including this drug.', 'Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than 1 drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program’s Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC).', 'Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.', 'Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal.', 'Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.', 'Irbesartan tablets may be used alone or in combination with other antihypertensive agents.', 'Irbesartan tablets are indicated for the treatment of diabetic nephropathy in patients with type 2 diabetes and hypertension, an elevated serum creatinine, and proteinuria (>300 mg/day). In this population, irbesartan tablets reduces the rate of progression of nephropathy as measured by the occurrence of doubling of serum creatinine or end-stage renal disease (need for dialysis or renal transplantation)', ' [see Clinical Studies (', '14.2']",DOID:10763,C0020542,DB01029,IRBESARTAN,166,34b1a70c-3186-4fde-ba9b-524f1f078b43.xml,0.19,177,PREF
HYPERTENSION,"BYSTOLIC is a beta-adrenergic blocking agent indicated for the treatment of hypertension, to lower blood pressure.  Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. (|1.1|BYSTOLIC is indicated for the treatment of hypertension, to lower blood pressure |[see Clinical Studies (|14.1|[see Drug Interactions (|7|
Lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. These benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including the class to which this drug principally belongs. There are no controlled trials demonstrating risk reduction with BYSTOLIC. 
|
Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. Many patients will require more than one drug to achieve blood pressure goals. For specific advice on goals and management, see published guidelines, such as those of the National High Blood Pressure Education Program's Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure (JNC). 
|
Numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. The largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly.
|
Elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmHg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. Relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so  the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. 
|
Some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). These considerations may guide selection of therapy.
",DOID:10763,C0020542,DB04861,NEBIVOLOL,77,0bf927c4-913a-4375-8d29-cfefa27869a6.xml,0.19,88,PREF
BREAST CANCER,"Docetaxel Injection is a microtubule inhibitor indicated for:|
                           |
                              |Breast Cancer (BC):|1.1|
                              |Non-Small Cell Lung Cancer (NSCLC):|1.2|
                              |Hormone Refractory Prostate Cancer (HRPC):|1.3|
                              |Gastric Adenocarcinoma (GC):|1.4|
                              |Squamous Cell Carcinoma of the Head and Neck Cancer (SCCHN):|1.5|Docetaxel Injection is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of prior chemotherapy.|Docetaxel Injection in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with operable node-positive breast cancer.|Docetaxel Injection as a single agent is indicated for the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of prior platinum-based chemotherapy.|Docetaxel Injection in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small cell lung cancer who have not previously received chemotherapy for this condition.|Docetaxel Injection in combination with prednisone is indicated for the treatment of patients with androgen independent (hormone refractory) metastatic prostate cancer. |Docetaxel Injection in combination with cisplatin and fluorouracil is indicated for the treatment of patients with advanced gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for advanced disease.|Docetaxel Injection in combination with cisplatin and fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck (SCCHN).",DOID:1612,C1134719,DB01248,DOCETAXEL ANHYDROUS,124,2cf28bb8-c9ca-440a-8676-28329df5ca42.xml,0.19,136,PREF
BREAST CANCER,"['Capecitabine Tablets, USP is a nucleoside metabolic inhibitor with antineoplastic activity indicated for: ', '• ', 'Adjuvant Colon Cancer ', '1.1', '\xa0\xa0 – Patients with Dukes’ C colon cancer ', '• ', 'Metastatic Colorectal Cancer ', '1.1', '\xa0\xa0 – First-line as monotherapy when treatment with\xa0fluoropyrimidine therapy alone is preferred ', '• ', 'Metastatic Breast Cancer ', '1.2', '\n                           ', 'In combination with docetaxel after failure of prior anthracycline-containing therapy ', 'As monotherapy in patients resistant to both paclitaxel and an anthracycline-containing regimen ', None, '\n                           ', ""Capecitabine Tablets, USP is indicated as a single agent for adjuvant treatment in patients with Dukes' C colon cancer who have undergone complete resection of the primary tumor when treatment with fluoropyrimidine therapy alone is referred. Capecitabine Tablets, USP was non-inferior to 5-fluorouracil and leucovorin (5-FU/LV) for disease-free survival (DFS). Physicians should consider results of combination chemotherapy trials, which have shown improvement in DFS and OS, when prescribing single-agent Capecitabine Tablets, USP in the adjuvant treatment of Dukes' C colon cancer."", 'Capecitabine Tablets, USP is indicated as first-line treatment of patients with metastatic colorectal carcinoma when treatment with fluoropyrimidine therapy alone is preferred. Combination chemotherapy has shown a survival benefit compared to 5-FU/LV alone. A survival benefit over 5-FU/LV has not been demonstrated with Capecitabine Tablets, USP monotherapy. Use of Capecitabine Tablets, USP instead of 5-FU/LV in combinations has not been adequately studied to assure safety or preservation of the survival advantage.', '\n                           ', 'Capecitabine Tablets, USP in combination with docetaxel is indicated for the treatment of patients with metastatic breast cancer after failure of prior anthracycline-containing chemotherapy.', 'Capecitabine Tablets, USP monotherapy is also indicated for the treatment of patients with metastatic breast cancer resistant to both paclitaxel and an anthracycline-containing chemotherapy regimen or resistant to paclitaxel and for whom further anthracycline therapy is not indicated (e.g., patients who have received cumulative doses of 400 mg/m', '2', None]",DOID:1612,C0678222,DB01101,CAPECITABINE,374,253a6280-0cdb-47cc-a9fd-652b7615a75d.xml,0.19,386,PREF
