DO_ID,DB_ID,Label_ID,Contraindication,Effect,IDK,Indication: Symptomatic Relief,Indication: Treatment,worker_answers,inter_agree_workers,relation,Section,Set_ID,Drug_Brand_Name,UNII_ID,Context,WordCount,Drug_name,Unnamed: 0,disease,Annotation
DOID_11126,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_11335,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_1184,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_13141,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_13189,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.0,0.0,0.0,1.0,3.0,1.0,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_1406,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_2377,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_2703,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_2773,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
DOID_2841,DB00741,b0f9b7ea-bac2-427d-92fa-4ccf1b149332.xml,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,Indication: Treatment,Indications,d4d2912e-d1e8-4b40-af88-59c87fa12318,HYDROCORTISONE,WI4X0X7BPJ,"Hydrocortisone Tablets are indicated in the following conditions.
Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the first choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy mineralocorticoid supplementation is of particular importance) Congenital adrenal hyperplasia Non suppurative thyroiditis Hypercalcemia associated with cancer 
As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
Psoriatic arthritis Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy) Ankylosing spondylitis Acute and subacute bursitis Acute nonspecific tenosynovitis Acute gouty arthritis Post-traumatic osteoarthritis Synovitis of osteoarthritis Epicondylitis 
During an exacerbation or as maintenance therapy in selected cases of:
Systemic lupus erythematosus Systemic dermatomyositis (polymyositis) Acute rheumatic carditis 
Pemphigus Bullous dermatitis herpetiformis Severe erythema multiforme (Stevens-Johnson syndrome) Exfoliative dermatitis Mycosis fungoides Severe psoriasis Severe seborrheic dermatitis 
Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment:
Seasonal or perennial allergic rhinitis Serum sickness Bronchial asthma Contact dermatitis Atopic dermatitis Drug hypersensitivity reactions 
Severe acute and chronic allergic and inflammatory processes involving the eye and its adnexa such as:
Allergic conjunctivitis Keratitis Allergic corneal marginal ulcers Herpes zoster ophthalmicus Iritis and iridocyclitis Chorioretinitis Anterior segment inflammation Diffuse posterior uveitis and choroiditis Optic neuritis Sympathetic ophthalmia 
Symptomatic sarcoidosis Loeffler's syndrome not manageable by other means Berylliosis Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Aspiration pneumonitis 
Idiopathic thrombocytopenic purpura in adults Secondary thrombocytopenia in adults Acquired (autoimmune) hemolytic anemia Erythroblastopenia (RBC anemia) Congenital (erythroid) hypoplastic anemia 
For palliative management of:
Leukemias and lymphomas in adults Acute leukemia of childhood 
To induce a diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
To tide the patient over a critical period of the disease in:
Ulcerative colitis Regional enteritis 
Acute exacerbations of multiple sclerosis
Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy
Trichinosis with neurologic or myocardial involvement",332.0,Hydrocortisone,,,
